year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,633.5586266730404,1001.7516175690911,368.1929908960507,0.0,87.29336520530894,546.2652614677314
2030,787.4592907180117,1195.38758987068,407.92829915266816,0.0,79.94576450960206,707.5135262084096
2040,853.4050244837424,1273.3710949143695,419.96607043062704,0.0,50.78940594227216,802.6156185414702
2050,986.2799370081517,1454.2523995844563,467.97246257630457,0.0,33.05385884390211,953.2260781642495
