year,<15,15-64,65+
2020,5.083372488604864,36.13178948642883,451.2085368028261
2030,2.807869472257367,36.550536201847805,575.7757445758804
2040,1.6259306796585122,24.354920364087878,656.2149655774638
2050,0.9275611626086772,16.4038488356255,779.9930072183587
