Scenario,Penetration,Activity share,Marginal (active deaths/°C),Waste heat ΔT (°C),Feedback deaths/yr
Current AC,74.0%,0.3078964642985398,140.4747418256464,0.45032406353093374,63.2591565623839
Policy AC,80.8%,0.3078964642985398,135.21846757309493,0.5012892783071495,67.78356802351546
Incremental policy vs current,+6.8%,0.3078964642985398,135.21846757309493,0.050965214776215795,4.524411461131557
