year,<15,15-64,65+,overall
2020,0.0,4.396016517367286,38.49838727131794,42.89440378868528
2030,0.0,3.806813213377737,46.86947064159767,50.676283854975395
2040,0.0,2.131336893100311,46.482759342293775,48.61409623539407
2050,0.0,1.3708666133286087,54.50921649873396,55.88008311206249
