year,<15,15-64,65+,overall
2020,0.0,1.577566029270173,12.413168642620349,13.99073467189055
2030,0.0,1.3398167700695893,14.46746179522404,15.807278565293586
2040,0.0,0.8244259476338414,15.666387246846512,16.490813194480324
2050,0.0,0.5195585465190433,17.855902137684893,18.375460684203972
