year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,912.1479276270995,1442.9201447692703,530.7722171421708,0.0,114.28709037627453,797.8608372508249
2030,1141.6995670723445,1733.1918298386904,591.4922627663459,0.0,104.90799055110087,1036.7915765212435
2040,1257.010477699781,1875.059773037485,618.049295337704,0.0,67.17397263084943,1189.8365050689315
2050,1456.6637187320762,2146.9368388938674,690.2731201617912,0.0,43.714965726716954,1412.9487530053593
