zone_id,ac_base,ac_policy_income,ac_policy_uniform,pop_zone,zone_code,ac_base_pct,ac_policy_income_pct,ac_policy_uniform_pct
2,0.8665767312049867,0.8665767312049867,0.9578476548194884,30386.629572250764,00012,86.65767312049867,86.65767312049867,95.78476548194884
3,0.8830394148826599,0.8830394148826599,0.974310278892517,9776.264363437891,00013,88.30394148826599,88.30394148826599,97.4310278892517
17,0.9004620909690856,0.9004620909690856,0.9800000190734863,12211.64429807663,00041,90.04620909690856,90.04620909690856,98.00000190734863
18,0.893104076385498,0.893104076385498,0.9800000190734863,40181.92767501483,00043,89.3104076385498,89.3104076385498,98.00000190734863
19,0.9029836058616638,0.9029836058616638,0.9800000190734863,5798.039213646203,00044,90.29836058616638,90.29836058616638,98.00000190734863
21,0.8710792064666746,0.8710792064666746,0.9623501300811769,1186.6639934461564,00046,87.10792064666745,87.10792064666745,96.23501300811769
22,0.8764585852622986,0.8764585852622986,0.9677295088768004,36628.47306020575,00047,87.64585852622986,87.64585852622986,96.77295088768004
24,0.8847733736038208,0.8847733736038208,0.9760442972183228,2478.6115527957154,00054,88.47733736038208,88.47733736038208,97.60442972183228
33,0.8862496614456177,0.8862496614456177,0.9775205850601196,7964.086077257784,00073,88.62496614456177,88.62496614456177,97.75205850601196
40,0.6309002041816711,0.6999999880790712,0.7221710681915283,44761.91577801715,00118,63.090020418167114,69.99999880790712,72.21710681915283
41,0.40285855531692505,0.6999999880790712,0.4941294491291046,18173.71178810516,00119,40.285855531692505,69.99999880790712,49.41294491291046
42,0.8874068856239319,0.8874068856239319,0.9786778092384338,227.905111849308,00120,88.74068856239319,88.74068856239319,97.86778092384338
44,0.6239603757858276,0.699999988079071,0.7152312994003295,4115.25737541914,00122,62.396037578582764,69.9999988079071,71.52312994003294
45,0.696462571620941,0.699999988079071,0.7877334952354431,12346.328041707691,00123,69.6462571620941,69.9999988079071,78.77334952354431
46,0.8503431081771853,0.8503431081771853,0.9416140317916871,82910.81376637518,00124,85.03431081771853,85.03431081771853,94.16140317916872
47,0.6720472574234008,0.6999999880790712,0.763318121433258,83569.19088766417,00125,67.20472574234007,69.99999880790712,76.33181214332579
48,0.44432073831558233,0.6999999880790712,0.5355916619300842,38515.630223457236,00126,44.432073831558235,69.99999880790712,53.55916619300842
49,0.9253819584846497,0.9253819584846497,0.9800000190734866,18614.7297977407,00127,92.53819584846497,92.53819584846497,98.00000190734866
50,0.7834721803665161,0.7834721803665161,0.8747430443763734,51477.312918934724,00128,78.34721803665161,78.34721803665161,87.47430443763734
51,0.5369576811790466,0.699999988079071,0.6282286047935486,37771.771646392066,00131,53.69576811790466,69.9999988079071,62.82286047935486
52,0.4301573634147644,0.699999988079071,0.5214282870292664,8887.725810130738,00132,43.01573634147644,69.9999988079071,52.142828702926636
53,0.4168685674667359,0.699999988079071,0.5081394910812378,107203.519210523,00133,41.68685674667359,69.9999988079071,50.81394910812378
54,0.6894102096557617,0.699999988079071,0.7806811332702637,36098.14156008382,00134,68.94102096557617,69.9999988079071,78.06811332702637
55,0.9388481378555297,0.9388481378555297,0.9800000190734863,79655.97219000234,00135,93.88481378555296,93.88481378555296,98.00000190734863
56,0.9800000190734862,0.9800000190734862,0.9800000190734862,31273.33854519576,00136,98.00000190734862,98.00000190734862,98.00000190734862
57,0.9545527696609497,0.9545527696609497,0.9800000190734862,36323.51576720923,00137,95.45527696609497,95.45527696609497,98.00000190734862
58,0.5506269931793213,0.6999999880790709,0.6418978571891785,25983.54083610083,00138,55.06269931793213,69.99999880790709,64.18978571891785
59,0.7154163122177124,0.7154163122177124,0.8066872358322144,68603.13751833154,00139,71.54163122177124,71.54163122177124,80.66872358322144
60,0.9186153411865233,0.9186153411865233,0.9800000190734863,30388.566266763955,00141,91.86153411865233,91.86153411865233,98.00000190734863
61,0.9800000190734863,0.9800000190734863,0.9800000190734863,37515.508118122816,00142,98.00000190734863,98.00000190734863,98.00000190734863
62,0.8317396640777588,0.8317396640777588,0.9230105876922607,46021.53182008042,00143,83.17396640777588,83.17396640777588,92.30105876922607
63,0.9800000190734862,0.9800000190734862,0.9800000190734862,74489.00512104481,00144,98.00000190734862,98.00000190734862,98.00000190734862
64,0.7986252903938293,0.7986252903938293,0.8898961544036865,14901.524858474731,00145,79.86252903938293,79.86252903938293,88.98961544036865
65,0.5895130634307862,0.699999988079071,0.6807839870452881,29942.89187347889,00146,58.95130634307863,69.9999988079071,68.07839870452881
66,0.972544014453888,0.972544014453888,0.9800000190734864,16157.004672398762,00147,97.25440144538881,97.25440144538881,98.00000190734865
67,0.47486829757690435,0.6999999880790712,0.5661392211914064,74057.28407974723,00148,47.48682975769044,69.99999880790712,56.61392211914064
68,0.7559365630149841,0.7559365630149841,0.8472074270248414,33976.762189626694,00149,75.59365630149841,75.59365630149841,84.72074270248415
69,0.9800000190734864,0.9800000190734864,0.9800000190734864,26998.3243150115,00151,98.00000190734865,98.00000190734865,98.00000190734865
70,0.9668560028076172,0.9668560028076172,0.9800000190734863,26738.257999897003,00152,96.68560028076172,96.68560028076172,98.00000190734863
71,0.9800000190734863,0.9800000190734863,0.9800000190734863,34033.78267097473,00153,98.00000190734863,98.00000190734863,98.00000190734863
72,0.7418147921562195,0.7418147921562195,0.8330857157707214,28707.99909734726,00154,74.18147921562195,74.18147921562195,83.30857157707214
73,0.6038347482681273,0.699999988079071,0.6951056718826295,72785.57283517299,00155,60.38347482681273,69.9999988079071,69.51056718826295
74,0.5660842061042786,0.699999988079071,0.6573551297187805,40101.77027719468,00156,56.608420610427856,69.9999988079071,65.73551297187805
75,0.6402536630630492,0.6999999880790712,0.7315245866775512,20845.071926116943,00157,64.02536630630492,69.99999880790712,73.15245866775511
