year,<15,15-64,65+,overall
2020,0.0,2.8184504880971133,26.08521862869759,28.90366911679473
2030,0.0,2.4669964433081475,32.40200884637363,34.86900528968181
2040,0.0,1.3069109454664698,30.816372095447264,32.12328304091375
2050,0.0,0.8513080668095654,36.65331436104907,37.50462242785852
