year,<15,15-64,65+,overall
2020,0.0,2.8793562084791375,26.606926573736132,29.48628278221527
2030,0.0,2.5042818124632333,32.75167977592616,35.2559615883894
2040,0.0,1.3133620792404486,30.741321415013317,32.054683494253766
2050,0.0,0.8553479148503627,36.550466656986714,37.40581457183708
