year,<15,15-64,65+,overall
2020,0.0,2.818450376102021,26.085218239997516,28.903668616099537
2030,0.0,2.4669963452785026,32.40200836354484,34.86900470882334
2040,0.0,1.3069108935344929,30.816371636247254,32.12328252978175
2050,0.0,0.8513080329816489,36.653313814872604,37.50462184785425
