year,<15,15-64,65+
2020,3.2757349562843947,48.40000381303436,482.6604565988557
2030,1.930140987946445,44.902838019332485,596.5219494267593
2040,1.1391516095855327,28.830800948486445,670.3908802631216
2050,0.6598024751760082,18.974555581628596,790.1361029959984
