year,<15,15-64,65+
2020,0.0,114.28709037627453,797.8608372508248
2030,0.0,104.90799055993858,1036.7915767283591
2040,0.0,67.17397263146358,1189.8365050580812
2050,0.0,43.71496572623798,1412.9487531710092
