"URAU_CODE","year","pop","isol","prop_65p","popdens","ndvi","pm25","no2","imperv","tree","grass","water","woody","elevation","coast_dist","tmean","trange","prop_0004","prop_1014","prop_1519","prop_2024","prop_2529","prop_3034","prop_3539","prop_4044","prop_4549","prop_5054","prop_5559","prop_0509","prop_6064","prop_6569","prop_7074","prop_7579","prop_8084","prop_8599","lifexp_00","lifexp_05","lifexp_10","lifexp_15","lifexp_20","lifexp_25","lifexp_30","lifexp_35","lifexp_40","lifexp_45","lifexp_50","lifexp_55","lifexp_60","lifexp_65","lifexp_70","lifexp_75","lifexp_80","lifexp_85","gdp","educ","unempl","depriv","bedrates","deathrate_tot","deathrate_0004","deathrate_1014","deathrate_1519","deathrate_2024","deathrate_2529","deathrate_3034","deathrate_3539","deathrate_4044","deathrate_4549","deathrate_0509","deathrate_5054","deathrate_5559","deathrate_6064","deathrate_6569","deathrate_7074","deathrate_7579","deathrate_8084","deathrate_8599","isol2"
"AT002C",2020,NA,NA,NA,2262.08682102082,0.58376238795,12.6616477966309,NA,NA,NA,NA,NA,NA,367,200.809865948866,NA,NA,4.9,4.4,4.5,7.1,8.3,7.8,7.3,6.4,6.8,7.5,7.1,4.5,5.8,4.4,4,4.2,2.5,2.4,81.1,76.4,71.4,66.4,61.5,56.6,51.7,46.9,42,37.3,32.6,28,23.6,19.4,15.4,11.8,8.5,5.7,50000,31.1,4.3,2.7,784.58,0.00972845315358432,0.000773395204949729,5.06970849176172e-05,0.000348761895271785,0.000378274438104845,0.000241662638956017,0.000684267548611507,0.000920047842487809,0.00112146912455316,0.00154270334142979,9.89119683481701e-05,0.00288733442476559,0.00469319803393055,0.00742555011274395,0.0107748854539046,0.0232919254658385,0.0310416555549629,0.0602614613180516,0.17015779274707,NA
"AT003C",2000,NA,NA,NA,NA,0.54076878025,17.3213024139404,NA,NA,NA,NA,NA,NA,265,286.123852038971,10.1113114754098,38.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8,74.2,69.3,64.3,59.4,54.7,49.8,45,40.1,35.5,30.9,26.5,22.3,18.3,14.5,11.1,8.1,5.7,34400,13.3,3.8,NA,759.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2001,183504,43,0.180873441450868,NA,0.52863876186,17.7006969451904,NA,NA,NA,NA,NA,NA,265,286.123852038971,9.16676712328767,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,74.6,69.6,64.6,59.8,55,50.1,45.3,40.5,35.8,31.2,26.9,22.6,18.5,14.8,11.3,8.3,6,35800,13.5,3,NA,754.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2002,NA,NA,NA,NA,0.5026960146,19.1571273803711,NA,NA,NA,NA,NA,NA,265,286.123852038971,9.98460273972603,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1,74.4,69.5,64.6,59.7,54.9,50,45.2,40.4,35.7,31.1,26.8,22.6,18.5,14.6,11.1,8.1,5.6,36200,14.8,3.7,NA,742.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2003,NA,NA,NA,NA,0.52158268793,19.4446487426758,NA,NA,NA,NA,NA,NA,265,286.123852038971,9.80306849315068,40.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,74.5,69.5,64.6,59.7,54.9,50,45.1,40.3,35.6,31,26.6,22.4,18.3,14.4,11,7.9,5.4,37500,14.5,4.1,3.3,736.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2004,185530,NA,0.178143696437234,NA,0.54719481207,18.326301574707,NA,NA,NA,NA,NA,NA,265,286.123852038971,8.95032786885246,33.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,75,70,65,60.2,55.4,50.6,45.7,40.9,36.1,31.5,27.1,22.8,18.7,14.9,11.4,8.2,5.7,38300,15.5,4.5,3.8,737.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2005,186781,NA,0.18068218930191,NA,0.55381264905,20.8144760131836,5.35452175140381,NA,NA,NA,NA,NA,265,286.123852038971,8.7578904109589,36.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,75.1,70.2,65.2,60.4,55.6,50.7,45.8,41,36.3,31.7,27.3,23.1,19,15.1,11.6,8.5,5.9,40200,15.4,4.1,3.5,751.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2006,187936,NA,0.184227609398944,NA,0.56621439529,20.8830509185791,7.21538352966309,NA,NA,NA,NA,NA,265,286.123852038971,9.26791780821918,38.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,75.8,70.8,65.8,60.9,56.1,51.2,46.3,41.5,36.8,32.1,27.6,23.4,19.2,15.3,11.7,8.6,6,42000,15.9,3.3,3.6,745.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2007,188393,NA,0.187570663453525,NA,0.53450708042,15.3475217819214,4.8510856628418,NA,NA,NA,NA,NA,265,286.123852038971,10.3033424657534,32.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,75.8,70.9,65.9,61.1,56.2,51.4,46.6,41.7,37,32.3,27.9,23.6,19.5,15.6,12,8.9,6.3,43900,16.4,3.2,3.3,741.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2008,188593,NA,0.189466205002307,NA,0.52805220334,16.1223678588867,3.53709554672241,NA,NA,NA,NA,NA,265,286.123852038971,9.87005464480874,27.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,76.3,71.3,66.4,61.5,56.7,51.8,46.9,42.1,37.3,32.7,28.2,23.9,19.8,15.9,12.2,9,6.5,46600,16.6,2.5,5.9,734.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2009,189122,NA,0.191278645530398,NA,0.54732651984,16.6898021697998,5.11531782150269,NA,NA,NA,NA,NA,265,286.123852038971,9.62816438356164,33.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,76.1,71.2,66.2,61.4,56.5,51.7,46.8,42,37.2,32.6,28.1,23.8,19.8,15.9,12.2,9.1,6.6,44600,16.4,4,4.6,730.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2010,NA,NA,NA,NA,0.55393908046,18.3334503173828,3.74695539474487,NA,NA,NA,NA,NA,265,286.123852038971,8.30175342465753,37.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,76.4,71.5,66.5,61.6,56.8,51.9,47.1,42.2,37.4,32.8,28.3,24,20,16.1,12.4,9.2,6.6,46200,17.3,3.7,4.3,734.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2011,NA,33.8964319010086,NA,1971.45267133836,0.54071259755,17.7720279693604,5.04470777511597,NA,NA,NA,NA,NA,265,286.123852038971,9.90871232876712,35.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,76.8,71.8,66.9,62,57.1,52.2,47.3,42.5,37.7,33,28.5,24.2,20.2,16.4,12.7,9.4,6.9,47900,16.9,3.2,4,731.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338964319010086
"AT003C",2012,NA,NA,NA,2005.24407750315,0.56036177968,14.8207578659058,4.41454172134399,NA,NA,NA,NA,NA,265,286.123852038971,9.67729508196721,39.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,76.8,71.8,66.8,62,57.1,52.2,47.3,42.5,37.7,33,28.5,24.2,20,16.2,12.5,9.2,6.7,48200,17.2,3.2,4,720.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2013,191501,52,0.193701338374212,1994.11890588184,0.57924214455,16.6423892974854,2.84688663482666,NA,NA,NA,NA,NA,265,286.123852038971,9.34041095890411,38.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,76.7,71.7,66.8,61.9,57,52.1,47.2,42.3,37.5,32.8,28.4,24,19.9,16,12.3,9.1,6.4,48800,17.2,4.2,4.2,710.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT003C",2014,193814,52,0.193412240601814,2018.20440428292,0.53350459107,14.5606727600098,5.17077779769897,NA,NA,NA,NA,NA,265,286.123852038971,10.6079178082192,32.5,5,4.9,5.5,6.2,6.7,6.9,6.3,7.3,8.3,8,6.7,4.9,5.5,4.8,5,3.1,2.5,2.4,82,77.3,72.3,67.4,62.5,57.6,52.7,47.8,42.9,38.2,33.4,28.8,24.5,20.4,16.5,12.8,9.5,6.9,49300,26.7,4,1.8,694.11,0.0089459798389902,0.000612017136479821,0.000109425153195214,0.000290782204129107,0.00048696648524778,0.000343597198361306,0.000466031483015741,0.000590916765152794,0.001056692797287,0.00173125013358412,7.33918021357014e-05,0.00280754918781613,0.00546257865845495,0.00858090099460443,0.0136781523282757,0.017910341892467,0.031616669556673,0.0571121461841634,0.145681734656376,NA
"AT003C",2015,NA,NA,NA,2067.29637176419,0.52785916568,13.7617845535278,4.13147258758545,30.0103969573975,22.596773147583,0.0407734513282776,0.229653671383858,2.7637414932251,265,286.123852038971,10.7200821917808,32.05,5,4.9,5.3,6.3,6.8,7,6.3,7,8.2,8.1,6.8,4.8,5.5,4.8,4.8,3.4,2.4,2.5,81.5,76.7,71.8,66.8,61.9,57.1,52.2,47.3,42.4,37.6,32.9,28.3,24,19.9,16,12.3,9,6.2,50800,27.5,3.9,1.9,684.49,0.00952721545635679,0.000699888017917133,7.24558924754556e-05,0.000362450163102573,0.00052924791086351,0.000283819697086978,0.000425969079656218,0.000725405948328776,0.0010124788012251,0.0016410079243409,7.31609174379047e-05,0.00295388892508851,0.00537176209292115,0.00806993947545393,0.0135987097720108,0.0183364140480591,0.033990832775403,0.0610830324909747,0.158713098308971,NA
"AT003C",2016,NA,NA,NA,2103.02408489592,0.57237220281,13.2464733123779,3.74567031860352,NA,NA,NA,NA,NA,265,286.123852038971,9.97314207650273,35.08,5.1,4.8,5.3,6.4,6.9,7.1,6.4,6.7,7.9,8.1,7,4.8,5.6,5,4.3,3.8,2.4,2.4,82.2,77.5,72.6,67.6,62.7,57.8,52.9,48,43.2,38.3,33.6,29.1,24.6,20.5,16.6,12.9,9.5,6.7,51100,29.1,4.2,1.4,676.6,0.00886485397224674,0.000614355438752176,3.59053534882051e-05,0.000457860483369853,0.000380879832412874,0.000250319156925079,0.000564528005498012,0.000655988629530421,0.000772419475269703,0.00197789156758895,7.16974368166338e-05,0.00296010296010296,0.00501584608090235,0.0092051250155492,0.0132856944637158,0.017982384602838,0.0265552117489493,0.0535844648853847,0.149638143891017,NA
"AT003C",2017,NA,NA,NA,2125.77798895081,0.56635518021,13.6938276290894,6.16279268264771,NA,NA,NA,NA,NA,265,286.123852038971,10.0018630136986,36.47,5.2,4.8,5.2,6.3,7,7,6.5,6.5,7.7,8.1,7.1,4.9,5.8,5,4.1,4,2.3,2.5,82,77.3,72.3,67.3,62.4,57.5,52.6,47.7,42.9,38,33.3,28.8,24.4,20.2,16.3,12.6,9.2,6.3,52600,29.2,3.8,1.2,689.64,0.00889075306672534,0.00106266396572909,7.0916956244238e-05,0.000166444740346205,0.000326495075365947,0.000343415017048103,0.00031727436911212,0.000762977189612986,0.000927840517469911,0.0017509596605832,0,0.00295870583226905,0.00489900330622391,0.00696242078014817,0.011991567888862,0.0193230613791361,0.0291291035890458,0.0544518027961737,0.1495711596123,NA
"AT003C",2018,NA,NA,NA,2144.98215876802,0.53413569798,14.3495864868164,3.78595805168152,NA,NA,NA,NA,NA,265,286.123852038971,11.1734794520548,37.91,5.2,4.8,5.1,6.2,7,7,6.7,6.3,7.4,8,7.3,5,5.9,4.9,4.1,4.2,2.3,2.5,82.2,77.4,72.5,67.5,62.6,57.7,52.8,47.9,43.1,38.3,33.6,28.9,24.5,20.3,16.4,12.7,9.2,6.4,55000,29,3,0.7,686.75,0.00910857896287918,0.000914614228784216,7.06164818868724e-05,0.000235690235690236,0.000410745091596155,0.000339089786131228,0.000461646864445902,0.000858954601722962,0.0010251706369547,0.00163726507552173,3.44056425253742e-05,0.00232379652922867,0.00510358649297383,0.00729442970822281,0.0118928608362922,0.0188984209871938,0.0282315557909317,0.0579582875960483,0.155252086350783,NA
"AT003C",2019,NA,NA,NA,2154.19680883344,0.54035788344,11.6010932922363,3.87828874588013,NA,NA,NA,NA,NA,265,286.123852038971,10.8373424657534,31.38,5.3,4.8,5,6.1,7.1,7,6.9,6.3,7.1,7.9,7.5,4.9,6.1,4.9,4.1,4.2,2.4,2.5,82.3,77.6,72.6,67.6,62.7,57.8,52.9,48,43.2,38.4,33.7,29.1,24.6,20.3,16.4,12.8,9.4,6.4,56200,31.8,2.7,2.6,676.7,0.00893404823743919,0.000964692263168049,0.000104748603351955,0.000270042194092827,0.000305157155935307,0.000382940022019051,0.000481081471147139,0.000615627077741387,0.00105300105300105,0.00141310595899598,0.000102525545948532,0.0023034103269563,0.00406982002351452,0.00742656875834446,0.0116543686642301,0.0206483668648693,0.0278431528980015,0.054249804729106,0.151625291455219,NA
"AT003C",2020,NA,NA,NA,2163.29627553707,0.54735630939,11.0573501586914,NA,NA,NA,NA,NA,NA,265,286.123852038971,NA,NA,5.2,4.8,5,5.9,7,7.1,7,6.2,6.8,7.8,7.6,5,6.3,4.9,4.2,4,2.7,2.5,81.7,77,72,67,62.1,57.2,52.2,47.3,42.5,37.7,33,28.3,23.9,19.7,15.7,12.2,8.9,6,54200,31.1,3.8,2.7,675.78,0.00968375033787357,0.000935001289656951,3.4823791614431e-05,0.000101207745766143,0.000311182777447735,0.000287047003946896,0.000308407667489087,0.000916280864197531,0.000944873386966147,0.00143575017946877,3.34560053529609e-05,0.0025163996128616,0.00432194046306505,0.00783556056458971,0.0119172919566767,0.0208450028006722,0.0329021255355434,0.0553012728070725,0.165457283680175,NA
"AT004C",2000,NA,NA,NA,NA,0.64752715564,14.6118211746216,NA,NA,NA,NA,NA,NA,418,225.434856449615,8.45311475409836,37.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8,74.2,69.3,64.3,59.5,54.8,49.9,45.1,40.3,35.6,31.1,26.8,22.6,18.6,14.8,11.3,8.4,6.1,32900,15.5,3.2,NA,919.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2001,142662,NA,0.163701616408013,NA,0.631934375,14.6191854476929,NA,NA,NA,NA,NA,NA,418,225.434856449615,7.60367123287671,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,74.8,69.8,64.8,60,55.2,50.4,45.5,40.8,36.1,31.6,27.1,22.9,18.7,14.9,11.4,8.5,5.9,33900,15.7,2,NA,918.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2002,NA,NA,NA,NA,0.60952666667,15.6095399856567,NA,NA,NA,NA,NA,NA,418,225.434856449615,8.54852054794521,35.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,74.7,69.8,64.8,60,55.1,50.4,45.6,40.8,36.1,31.5,27,22.8,18.6,14.8,11.3,8.3,5.8,34700,15.2,3.1,NA,911.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2003,NA,NA,NA,NA,0.61941546428,15.1130075454712,NA,NA,NA,NA,NA,NA,418,225.434856449615,8.30920547945206,39.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,74.7,69.8,64.8,60,55.2,50.3,45.4,40.7,35.9,31.3,26.9,22.7,18.7,14.7,11.1,7.9,5.4,35300,16.5,2.2,3.3,916.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2004,145680,NA,0.16077018121911,NA,0.62513333333,16.1671676635742,NA,NA,NA,NA,NA,NA,418,225.434856449615,7.62904371584699,33.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,75.6,70.7,65.7,60.9,56,51.2,46.3,41.5,36.7,32.1,27.6,23.4,19.3,15.3,11.6,8.5,5.9,37500,19.3,4.2,3.8,925.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2005,145124,NA,0.16499683029685,NA,0.62238938276,17.5887241363525,4.90767002105713,NA,NA,NA,NA,NA,418,225.434856449615,7.36682191780822,39.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,75.3,70.4,65.5,60.7,55.8,51,46.2,41.3,36.6,32,27.6,23.3,19.3,15.5,11.9,8.8,6.3,38700,18.9,3.2,3.5,915.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2006,146484,NA,0.170475956418448,NA,0.63147269472,16.5333461761475,4.50147247314453,NA,NA,NA,NA,NA,418,225.434856449615,7.92257534246575,37.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,76.3,71.3,66.4,61.5,56.6,51.6,46.8,41.9,37.2,32.6,28.1,23.8,19.7,15.7,12,8.9,6.3,41000,17.8,3.2,3.6,906.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2007,146845,NA,0.176056385985223,NA,0.61239979752,13.238109588623,3.2888765335083,NA,NA,NA,NA,NA,418,225.434856449615,8.57112328767123,31.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.5,71.6,66.6,61.8,56.9,52,47.2,42.3,37.6,32.9,28.5,24.2,20.1,16.2,12.4,9.2,6.6,43900,18.1,3.3,3.3,905.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2008,147169,NA,0.179874837771542,NA,0.609085,13.181583404541,3.8103187084198,NA,NA,NA,NA,NA,418,225.434856449615,8.22117486338798,32.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,77.2,72.2,67.2,62.3,57.6,52.7,47.9,43,38.3,33.6,29,24.7,20.4,16.5,12.7,9.4,6.8,44600,17.8,2.5,5.9,909.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2009,147732,NA,0.184408252782065,NA,0.60030187043,14.2077579498291,2.57295417785645,NA,NA,NA,NA,NA,418,225.434856449615,8.12301369863014,36.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,76.7,71.7,66.7,61.9,57.1,52.2,47.4,42.6,37.8,33.1,28.7,24.4,20.4,16.4,12.7,9.4,6.7,43300,19.4,3.2,4.6,904.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2010,NA,NA,NA,NA,0.6416892061,15.0160531997681,4.30665349960327,NA,NA,NA,NA,NA,418,225.434856449615,7.24490410958904,34.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,77,72.1,67.2,62.4,57.6,52.7,47.9,43,38.2,33.6,29,24.7,20.5,16.5,12.8,9.5,6.8,45600,19.5,2.9,4.3,908.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2011,NA,35.0214596116235,NA,2257.0145748549,0.61902872831,13.9737977981567,4.56762886047363,NA,NA,NA,NA,NA,418,225.434856449615,8.61427397260274,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,77.1,72.2,67.2,62.3,57.5,52.6,47.7,42.9,38.1,33.4,28.9,24.5,20.4,16.4,12.7,9.5,6.8,47700,19.8,2.7,4,924.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350214596116235
"AT004C",2012,NA,NA,NA,2196.22647946904,0.61883928571,12.0921268463135,4.33897590637207,NA,NA,NA,NA,NA,418,225.434856449615,8.17472677595628,37.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,77.3,72.4,67.4,62.6,57.7,52.9,48,43.2,38.5,33.8,29.4,25,20.9,17,13.2,9.9,7.2,49600,20.5,2.7,4,959.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2013,145871,47,0.198792083416169,2221.1331488038,0.62596757069,13.7677564620972,2.25474047660828,NA,NA,NA,NA,NA,418,225.434856449615,7.91172602739726,36.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2,77.4,72.5,67.5,62.6,57.7,52.8,47.9,43.1,38.3,33.5,29,24.6,20.5,16.6,12.8,9.4,6.7,49000,21.8,3,4.2,952.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT004C",2014,146631,47,0.201430802490606,2232.70543659981,0.61252923628,11.7120561599731,3.12165856361389,NA,NA,NA,NA,NA,418,225.434856449615,9.4052602739726,30.9,4.7,5,5.6,6.1,6.7,7,6.4,7.3,8.4,7.8,6.5,4.8,5.6,5.2,5.3,2.9,2.3,2.3,82.6,77.9,72.9,68,63,58.1,53.2,48.4,43.5,38.7,33.9,29.4,25,20.9,17,13.3,9.7,6.9,49800,29.8,3.5,3.3,942.54,0.00826571342100605,0.00102632214440956,0.000113352981183405,0.000306717104590533,0.000233067636228033,0.000298303929088895,0.000532524987710962,0.000443399991132,0.001248293348937,0.00152583751525838,5.94071169726133e-05,0.00344688496938139,0.0043316560927587,0.00895250619594355,0.0117305267773941,0.0174399652287298,0.0259138831411962,0.0517673602406618,0.147831552482715,NA
"AT004C",2015,NA,NA,NA,2234.60409596695,0.61647097701,11.4948625564575,3.11003613471985,27.3083801269531,28.54514503479,0.147213816642761,0.364124894142151,2.42007970809937,418,225.434856449615,9.01449315068493,34.02,4.8,5,5.5,6.1,6.7,7.1,6.4,7,8.3,7.9,6.7,4.7,5.6,5.2,5.1,3.3,2.2,2.3,82.4,77.8,72.8,67.8,62.8,57.9,53,48.1,43.3,38.5,33.8,29.3,24.9,20.7,16.8,13.1,9.6,6.9,51600,30.2,3.4,2.5,918.49,0.00829453222400326,0.000646754468485419,0,0.000204666393778142,0.000416763139615652,0.000296371565265253,0.000437445319335083,0.000833552689304203,0.000645994832041344,0.00200898937619177,0,0.00274226290110047,0.00449019358664803,0.00757499242500758,0.0110965343828578,0.0162723536598911,0.0271350799591698,0.0579564067027844,0.145904855321236,NA
"AT004C",2016,NA,NA,NA,2272.51497801549,0.63872169397,10.7650423049927,16.388219833374,NA,NA,NA,NA,NA,418,225.434856449615,8.64346994535519,35.57,4.9,4.9,5.5,6.2,6.8,7.1,6.5,6.8,8,8,6.8,4.7,5.6,5.3,4.6,3.7,2.2,2.3,82.7,78,73,68,63.1,58.2,53.3,48.5,43.6,38.8,34.1,29.5,25.1,21,17.1,13.4,9.9,7,53000,31.5,3.3,2.6,918.47,0.0080780750687555,0.000515818431911967,0.000113500936382725,0.000201389588158292,0.000271186440677966,0.000366897676314717,0.000701918577445016,0.000683760683760684,0.00102408651482877,0.00156816281014776,0,0.00232994853248018,0.00460754332313965,0.00727345190056295,0.0123463276242513,0.0159073173659884,0.0270897253610716,0.0475529767911201,0.144887390099964,NA
"AT004C",2017,NA,NA,NA,2294.02993053629,0.64155118491,11.3132286071777,5.58045339584351,NA,NA,NA,NA,NA,418,225.434856449615,8.23323287671233,38.66,4.9,4.9,5.4,6.1,6.9,7.1,6.7,6.6,7.8,8,6.9,4.7,5.8,5.2,4.5,4.1,2.2,2.4,82.4,77.8,72.8,67.8,62.9,58.1,53.2,48.3,43.5,38.7,34,29.4,24.9,20.7,16.8,13.1,9.5,6.8,54200,31.2,2.9,2.1,898.13,0.00853768347318819,0.000896911261842031,0.000113340133741358,0.000359472089559903,0.000273460644455585,0.000281090631650805,0.000311211390336886,0.00103485387863234,0.00130049922389562,0.00135000710530055,0,0.00259013675922089,0.00437636761487965,0.00787852743160006,0.0111541934455835,0.0165715337875161,0.0273426951120713,0.0572319201995012,0.147258669165886,NA
"AT004C",2018,NA,NA,NA,2309.23643966797,0.62858333333,12.2795848846436,2.97306752204895,NA,NA,NA,NA,NA,418,225.434856449615,9.62613698630137,36.27,5,4.8,5.3,5.9,7,7,6.8,6.4,7.5,8,7.1,4.7,5.9,5.1,4.6,4.3,2.2,2.4,82.9,78.1,73.2,68.2,63.3,58.4,53.5,48.6,43.8,38.9,34.2,29.7,25.3,21.1,17.1,13.3,9.8,6.8,55500,32.3,2.5,2.8,883.01,0.00830050685723841,0.000598769800228621,0,0.000311688311688312,0.0003226401179941,0.000472515356749094,0.000311830052621321,0.000482761395180432,0.00064056027672204,0.00139741845327842,5.87268029128494e-05,0.00283537731014928,0.00435335362330007,0.00691168916079017,0.0112437757669861,0.0158968206358728,0.0270820089001907,0.0489036708548904,0.148130949616903,NA
