zone_id,pop_zone,users_zone,ac_share_cap,kwh_cap,kwh_per_user_cap,year,kwh_pc_overall,kwh_GWh
2,30386.629572250764,24374.939512137906,0.8021600241705396,13727311.989887476,563.17316,2020,451.7550048532968,13.727311989887475
3,9776.264363437891,7990.3758930414915,0.8173240407577952,3466346.2550582886,433.81516,2020,354.56756550303885,3.4663462550582884
17,12211.64429807663,10176.846772789955,0.8333723554650899,6230466.424190521,612.2197,2020,510.2070017853237,6.230466424190522
18,40181.92767501483,33214.17125208676,0.8265947696864571,21199966.88393402,638.28076,2020,527.5995481201412,21.19996688393402
19,5798.039213646203,4845.39184916392,0.8356949083338134,1591459.3153276443,328.44803,2020,274.4823304371593,1.5914593153276444
21,1186.6639934461564,956.8158587086946,0.8063073152915287,376958.2599449158,393.9716,2020,317.6621706117519,0.3769582599449158
22,36628.47306020575,29715.30185016361,0.8112623696139598,16283606.421069145,547.98724,2020,444.5614316027859,16.283606421069145
24,2478.6115527957154,2029.7875689497305,0.818921208795408,1021075.8587786704,503.0457,2020,411.954772673823,1.0210758587786704
33,7964.086077257784,6532.788733656893,0.8202810304012034,3479655.712927544,532.6448,2020,436.9183958048917,3.479655712927544
40,44761.91577801715,26189.08415074231,0.5850751402290053,11559727.87645938,441.39487,2020,258.2491762369213,11.55972787645938
41,18173.71178810516,6815.557338495182,0.375022858178923,4238331.655560935,621.8613,2020,233.21221910952482,4.238331655560935
42,227.905111849308,187.1891791522503,0.8213469967098443,116342.37326049805,621.52295,2020,510.4860190122642,0.11634237326049805
44,4115.25737541914,2381.4285992234945,0.5786827850544696,1288279.006439209,540.969,2020,313.04943747485476,1.288279006439209
45,12346.328041707691,7969.129453457419,0.6454655527162846,5225104.45436095,655.66815,2020,423.21121200650003,5.22510445436095
46,82910.81376637518,65267.973518910054,0.787207006589287,37879700.94288877,580.37195,2020,456.8728640105452,37.87970094288877
47,83569.19088766417,52061.62062384938,0.622976243647398,23250235.267616604,446.5907,2020,278.215392785963,23.250235267616603
48,38515.630223457236,15915.20673006328,0.4132142363432085,9107007.72211727,572.2205,2020,236.44966132660642,9.10700772211727
49,18614.7297977407,15940.28347509855,0.8563263420043437,6896035.9359532,432.61688,2020,370.4612428373891,6.8960359359532
50,51477.312918934724,37352.51832517185,0.7256112684823648,23511846.33127273,629.4581,2020,456.7419120787955,23.51184633127273
51,37771.771646392066,18830.86791844573,0.498543412120952,9969790.428221703,529.4387,2020,263.9481812385152,9.969790428221703
52,8887.725810130738,3556.5847997281453,0.40016815051541604,1833732.05734808,515.5879,2020,206.32185291516166,1.83373205734808
53,107203.519210523,41587.212629183254,0.38792768125004884,19171967.796377063,461.00632,2020,178.8371122288228,19.171967796377064
