muni_id,pop_muni,users_muni,kwh_muni,kwh_per_user_muni,ac_share_muni,kwh_pc_overall,year
8,112468.92757772376,95281.41243690303,65969355.61002552,692.3633127584263,0.8471798788252607,586.5562785280064,2040
9,215720.62902207175,184370.63534371916,132181923.75837511,716.9359052965167,0.8546731769674889,612.7458665293004,2040
10,216142.7334447997,146280.9389074781,94369114.12692748,645.1224346861288,0.6767793512005182,436.6055366419627,2040
11,112316.94775864926,62990.66089767817,43968571.17089873,698.0173051415353,0.5608295288885057,391.4687146358357,2040
12,133649.0649456908,105772.49575721937,66318306.830145925,626.9900956874181,0.7914196466709343,496.21227695902564,2040
13,125060.89931900417,85829.83021600459,57765702.06288161,673.0259611199248,0.6863042780227468,461.9005810563812,2040
14,162771.13322676852,121260.74368545237,75907574.57271594,625.9863855730246,0.7449769580243387,466.3454328044978,2040
15,99543.28347902955,84250.79173925819,52141162.05596769,618.8803837214899,0.8463734447438337,523.8039195979716,2040
1,157185.3437719941,149655.08861848712,97562895.51374054,651.9183321981126,0.9520931470275623,620.6869748318318,2050
2,154425.28464026842,147122.90663972392,104174210.34022188,708.0760717303575,0.95271254951833,674.5929630817535,2050
3,138584.11888557352,106476.47723392438,73391224.01864249,689.2717168829455,0.7683165869953695,529.5788912093191,2050
4,167088.90500128432,102289.38673228386,66869634.025200784,653.7299360368702,0.612185391552465,400.20391554236824,2050
5,166587.1702246649,86867.95477092073,55376081.93865001,637.4742302091614,0.521456452221187,332.4150465126937,2050
6,121746.47994164965,52127.82011101587,30292136.129581716,581.1126477731736,0.42816695920900183,248.81323997293435,2050
7,247441.90811831807,175356.16512355302,122305954.71606077,697.4716514247481,0.7086760947531322,494.2814887184686,2050
8,110292.70164013594,93437.77219669126,65755464.83263009,703.7353694998449,0.8471800110723636,596.1905353191695,2050
9,211546.7868801691,180803.3776031835,131752285.47820412,728.7048077666758,0.8546732392848858,622.8044747039119,2050
10,211960.9428835218,143450.78920609498,94067483.0337477,655.7474177026277,0.67677935026419,443.7963039513383,2050
11,110143.39257823904,61771.65611674458,43828139.737929635,709.5186097070007,0.560829430352491,397.9189192560674,2050
12,131063.3106158308,103726.07883355906,66107498.16030194,637.3276538874794,0.7914196455604431,504.39362358299064,2050
13,122641.28256609614,84169.23389217911,57580263.76651703,684.1010824432175,0.686304253600879,469.50148075534673,2050
14,159621.90114413068,118914.63540184987,75664413.88245967,636.2918504301131,0.7449769395646769,474.02275840668284,2050
15,97617.38515494498,82620.76243836545,51972527.96662649,629.049238909674,0.8463734436978018,532.4105730155766,2050
