year,<15,15-64,65+
2020,0.0,198.85676240640217,1056.7839951206108
2030,0.0,172.72082630536636,1233.9919544601396
2040,0.0,129.72013845551842,1351.559668739054
2050,0.0,91.78165475885655,1616.3205315354048
