year,<15,15-64,65+,overall
2020,0.0,2.1828975666240638,16.530151908889025,18.71304947551309
2030,0.0,1.8569250188126603,18.79289561760811,20.64982063642077
2040,0.0,1.3366225102869151,19.716534309071676,21.05315681935859
2050,0.0,0.9415079554165544,23.41673129502783,24.358239250444385
