Scenario,Penetration,Activity share,Marginal (active deaths/°C),Waste heat ΔT (°C),Feedback deaths/yr
Current AC,69.6%,0.38981529352683814,267.748456010709,0.4174164207304964,111.76260216410691
Policy AC,78.2%,0.38981529352683814,263.7083080356732,0.4820639060813642,127.12425703778423
Incremental policy vs current,+8.6%,0.38981529352683814,263.7083080356732,0.06464748535086778,15.361654873677324
