year,<15,15-64,65+,overall
2020,0.0,3.281177122424168,23.543473581525404,26.8246507039496
2030,0.0,2.7229336195384803,26.022354790464988,28.745288410003468
2040,0.0,1.9679520994102688,27.33254837243885,29.30050047184909
2050,0.0,1.359691614149014,31.803701018582615,33.16339263273153
