year,<15,15-64,65+,overall
2020,0.0,1.068229618434998,6.7425136167024675,7.810743235137579
2030,0.0,0.8396440417710664,6.920164119872197,7.75980816164315
2040,0.0,0.615119677927666,7.340670493254493,7.955790171182116
2050,0.0,0.4070397933474794,8.071380590771696,8.47842038411909
