year,<15,15-64,65+
2020,10.21141098938369,214.063383869552,1608.1898342070165
2030,3.996140424276766,184.91885896473897,1780.197896587948
2040,2.4311454376124955,138.4361024071336,1915.0145313207954
2050,2.6245199771798724,98.03231302302663,2209.5707492348656
