year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,1118.3048901294662,1746.8495216314575,628.5446315019913,0.0,182.74895826813875,935.5559318613275
2030,1254.7784433023546,1903.9529231304361,649.1744798280815,0.0,158.99562933630867,1095.782813966046
2040,1317.2488771417907,1983.7419324986242,666.4930553568336,0.0,119.25555515686179,1197.9933219849288
2050,1517.9016225481057,2235.3115488886015,717.4099263404958,0.0,84.39859062197802,1433.5030319261277
