year,<15,15-64,65+,overall
2020,0.0,2.274028672058307,17.352045003398302,19.62607367545661
2030,0.0,1.9311831823615933,19.666201601917237,21.597384784278802
2040,0.0,1.386720661133623,20.570424530463924,21.95714519159742
2050,0.0,0.9750405659921313,24.367191976369668,25.34223254236167
