year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,1098.6788168029368,1717.133488678537,618.4546718756003,0.0,180.47492968644224,918.2038871164946
2030,1233.1810588878636,1872.193908856766,639.0128499689024,0.0,157.06444623068523,1076.1166126571784
2040,1295.2917323118193,1951.721976532282,656.4302442204628,0.0,117.86883455083151,1177.4228977609878
2050,1492.55939040759,2199.1528775463357,706.5934871387458,0.0,83.42355009473053,1409.1358403128595
