year,<15,15-64,65+
2020,12.730116043569918,219.7838201935632,1701.2795068561165
2030,4.926437460208497,192.39924407282427,1892.848193814391
2040,2.9780506602544867,144.7462755598913,2040.734806605965
2050,3.1830588131696964,103.27708197346014,2361.475544345649
