"CNTR_CODE","agegroup","agepop","death","excess_total_est","excess_cold_est","excess_heat_est","excess_total_low","excess_total_hi","excess_cold_low","excess_cold_hi","excess_heat_low","excess_heat_hi","rawrate_total_est","rawrate_cold_est","rawrate_heat_est","rawrate_total_low","rawrate_total_hi","rawrate_cold_low","rawrate_cold_hi","rawrate_heat_low","rawrate_heat_hi","af_total_est","af_cold_est","af_heat_est","af_total_low","af_total_hi","af_cold_low","af_cold_hi","af_heat_low","af_heat_hi","cntr_name","region"
"NL","45-64",2046497.7979842,7973.78806847383,215.717623909065,111.564633820061,104.152990089004,153.965714502886,275.140172844502,57.3341146007376,167.12648276123,32.050731761914,164.429790677885,10.5408187646987,5.45149053812579,5.08932822657294,7.5233755274275,13.4444402097825,2.8015722595554,8.16646286772697,1.56612588557309,8.03469179589875,2.70533430355333,1.39914220019413,1.30619210335921,1.93089800206284,3.45055788392886,0.719032335803116,2.09594839148036,0.401951136482217,2.06212893126663,"Netherlands","Western"
"NL","65-74",758211.670322109,11475.6405115864,292.622773507905,242.047284951737,50.5754885561675,48.1577153261572,514.881978472805,-13.0101054929955,475.002405502536,32.8629648213063,67.0410381925755,38.5938102724785,31.9234449199271,6.67036535255144,6.35148695425625,67.9074193429479,-1.71589359571166,62.6477307188826,4.3342731466195,8.84199502812911,2.54994719651995,2.10922679834171,0.440720398178245,0.419651654977643,4.48673847837037,-0.113371497476414,4.13922347099449,0.286371508310374,0.584203017904643,"Netherlands","Western"
"NL","75-84",408288.762070803,18187.0009195471,665.248210001093,599.323457768496,65.9247522325975,220.920580951216,1067.3174706438,144.730917094633,1002.58296019637,45.0577478881182,85.391180983955,162.935714083095,146.78911433388,16.146599749215,54.1089056261865,261.412404600721,35.4481755413917,245.557324456192,11.0357551012645,20.9144088489869,3.65782249060148,3.29533967925603,0.362482811345451,1.21471693946952,5.8685732483615,0.795793202710396,5.51263490133116,0.247746992961829,0.469517659133001,"Netherlands","Western"
"NL","85+",151319.56199621,23913.2207938356,1198.50980621525,1105.01427388479,93.4955323304645,605.489057391395,1735.14697666096,511.960349829955,1634.23652026161,65.8047875716877,119.198801750644,792.038907861277,730.252096495271,61.7868113660058,400.139314047552,1146.67723972425,338.330578727671,1079.99025288121,43.4872971502097,78.7728963646015,5.01191293530901,4.62093451740151,0.390978417907495,2.53202637407789,7.25601537166524,2.14090922441501,6.83402931939176,0.275181616642167,0.498464020293623,"Netherlands","Western"
"NO","20-44",420831.029858366,220.199568912683,10.8131584487189,10.6788985741859,0.13425987453302,0.699185370167244,19.8243061233432,0.781692936850424,19.6646786679534,-0.379943950428882,0.540681556051803,2.56947745805678,2.5375739469069,0.0319035111498803,0.16614396766383,4.71075199231749,0.185749833398338,4.67282050816731,-0.0902842051729776,0.128479488842297,4.91061744676108,4.84964554059615,0.0609719061649293,0.317523496353663,9.0028814412458,0.35499294603996,8.93038926690685,-0.17254527440948,0.245541605154642,"Norway","Northern"
"NO","45-64",255578.30568973,854.784419718813,62.5890973149505,61.2642102834217,1.32488703152883,32.4911321655706,91.7582952701627,31.3677958755249,90.2114230507815,-0.319675351541139,2.71842066919727,24.4892058213005,23.9708179135501,0.518387907750366,12.7127895608693,35.9022237910742,12.2732623142142,35.2969798462853,-0.125079220115506,1.0636351398688,7.3222084856834,7.1672118571809,0.154996628502501,3.80109082665063,10.7346710063278,3.66967332954473,10.5537046499347,-0.037398359652636,0.318024124736797,"Norway","Northern"
"NO","65-74",87522.7809828174,1215.9228893423,103.395698618885,100.992272955135,2.40342566374922,66.4301875791449,141.207984547416,64.2512972471314,139.021597699132,0.00296682029341364,4.45360092732171,118.135755580234,115.389698340324,2.74605723990999,75.9004533827445,161.338548617574,73.4109411579887,158.840471175641,0.00338976922362201,5.08850481818676,8.503474975688,8.30581230441044,0.197662671277556,5.46335529673906,11.6132351636045,5.2841588730915,11.4334222110359,0.000243997404721809,0.366273302884421,"Norway","Northern"
"NO","75-84",44298.9316774077,1801.72376848495,173.106021285683,168.695471327781,4.41054995790183,121.031479644422,223.174114626341,118.606509150076,220.126603012399,1.08259257255481,7.27862078417535,390.767936676826,380.811601860402,9.95633481642447,273.215346423686,503.791189032576,267.741240384279,496.911764408672,2.443834493433,16.430691460416,9.60780028068598,9.36300415627171,0.244796124414266,6.71753804670044,12.3866998110374,6.58294635530121,12.2175555910827,0.0600864900319956,0.40398094932698,"Norway","Northern"
"NO","85+",21320.1313640847,3178.9956212752,347.29676572428,337.862085887113,9.43467983716785,258.412562222745,438.71628443165,249.936669244812,428.404650326194,3.3412952043691,14.3677843990269,1628.96165972658,1584.70921270338,44.2524470231983,1212.05895878325,2057.75600975283,1172.30360815623,2009.39029413239,15.6720197793798,67.3906935828289,10.9247324343583,10.6279506529042,0.296781781454084,8.12874860516754,13.8004683459006,7.86212687970154,13.4761006734053,0.10510537296773,0.451959867540286,"Norway","Northern"
"PL","20-44",4628367.65307858,5267.46904051054,218.724992657545,190.597366543749,28.1276261137957,84.1452800547764,359.917176727432,57.3016664107195,334.775058408872,5.88315396279451,50.6064654776979,4.72574801857106,4.11802563733182,0.607722381239237,1.8180336213958,7.77633074347566,1.23805347167278,7.23311291371148,0.127110774332746,1.09339770024615,4.15237357781119,3.6183860802583,0.533987497552895,1.59745181998489,6.83282946628477,1.08784059232298,6.35552019070669,0.111688439315901,0.960735888308001,"Poland","Eastern"
