"URAU_CODE","LABEL","CNTR_CODE","cntr_name","region","lon","lat","pop","inmcc","pls1","pls2","pls3","pls4","pls5","death","excess_total_est","excess_total_low","excess_total_hi","excess_cold_est","excess_cold_low","excess_cold_hi","excess_heat_est","excess_heat_low","excess_heat_hi","rawrate_total_est","af_total_est","rawrate_total_low","af_total_low","rawrate_total_hi","af_total_hi","rawrate_cold_est","af_cold_est","rawrate_cold_low","af_cold_low","rawrate_cold_hi","af_cold_hi","rawrate_heat_est","af_heat_est","rawrate_heat_low","af_heat_low","rawrate_heat_hi","af_heat_hi","stdrate_total_est","stdrate_total_low","stdrate_total_hi","stdrate_cold_est","stdrate_cold_low","stdrate_cold_hi","stdrate_heat_est","stdrate_heat_low","stdrate_heat_hi","age","mmp","mmp_low","mmp_hi","mmt","mmt_low","mmt_hi","rr_cold","rr_cold_low","rr_cold_hi","rr_heat","rr_heat_low","rr_heat_hi"
"RO033C","Râmnicu Vâlcea","RO","Romania","Eastern",24.3647209,45.1031731,92918.0123631346,FALSE,-2.43952249852117,0.397657275339071,-1.9657185598168,1.97580286639734,-0.885831969577169,1269.63446713341,121.475635306418,89.4001579048587,153.241311319319,111.178764802649,81.7899361875022,139.879991136317,10.296870503769,2.67541292213861,17.6914245252264,130.734216345133,9.5677644590641,96.2140231276928,7.04140917871481,164.920995856469,12.0697189062068,119.652543113115,8.75675382802654,88.0237685970482,6.44200660148808,150.541307953994,11.0173435549634,11.0816732320184,0.811010631037559,2.87932646652275,0.210723085375839,19.0398223931934,1.39342661082368,116.565754764385,90.2944308544814,141.17658493599,106.628870764549,81.7726567199355,130.339849021383,9.93688399983644,4.26713596724008,15.7303667062665,73.6,81,79,90,18.96,18.54,21.07,1.3229792113174,1.19392963566491,1.46597750930546,1.21868569585407,1.0884551451682,1.36449796013397
"RO034C","Suceava","RO","Romania","Eastern",26.2522599,47.647001,84171.4842666664,FALSE,-2.25708870627921,0.289137228466841,-2.61299765247213,2.28742416978012,-2.44330875653956,1462.55928709456,151.611264001562,111.97894724035,190.671226704495,139.277731311339,101.797158599794,175.560165508328,12.3335326902234,2.55271524334067,21.528521334569,180.121884890657,10.36616192857,133.036678889476,7.6563697778571,226.527105189714,13.0368203454693,165.469021396948,9.52287763923881,120.940196655304,6.96020732274167,208.574396706764,12.0036272756563,14.652863493709,0.843284289331238,3.03275541067249,0.174537556587654,25.5769771938009,1.47197597557473,192.41592181877,149.051350754821,235.898537705414,176.84218810433,136.658585365279,218.084251292086,15.5737337144405,6.0065323303244,24.9296540625606,73.1904761904762,81,79,90,17.9436,17.49,20.25,1.3300499712443,1.1829841363113,1.49539868854289,1.20347809468317,1.04863459384612,1.38118609941145
"RO035C","Drobeta-Turnu Severin","RO","Romania","Eastern",22.6531975,44.6257835,86999.1370999997,FALSE,-2.10276929418574,1.13039022484716,-1.8282305822033,3.22216183969724,-1.53587845940865,1695.34582845182,186.998590378972,141.939855211935,228.322100689532,169.527343072573,127.524376814844,207.49389979967,17.4712473063986,7.2846725620004,27.7472571417305,214.943040370652,11.0301147553911,163.150877058452,8.37232456233154,262.441799195193,13.4675826523273,194.860947732979,9.99957296190031,146.581197314938,7.52202734537641,238.501100949047,12.239030899622,20.0820926376736,1.03054179349078,8.37326990223725,0.42968652411483,31.8937153478165,1.63667239309334,229.310286315467,185.091618788697,270.981338487824,208.12028897346,164.107062096831,247.823417798854,21.1899973420072,11.5392859491196,30.6300284347919,73.6,80,79,85,20.05,19.83,21.186,1.3977978472405,1.25408645418878,1.55797777356112,1.27955777924978,1.11606171689979,1.46700499232844
"SE001C","Stockholm","SE","Sweden","Northern",18.0710935,59.3251172,1142160.28540763,TRUE,1.96941498727193,-2.13752232043965,0.682958082389286,-1.37006013455894,0.225794768754067,10770.9527358606,1119.04853264476,891.08597905437,1348.20748946195,1087.71822380268,865.133877942902,1312.68712219958,31.33030884208,17.1748238255475,44.2346613744703,97.9764877961391,10.3895036965394,78.0175944163866,8.27304697092953,118.040130329061,12.5170681045999,95.2334131819751,10.0986259106053,75.7454000980379,8.03210170129648,114.930201913918,12.1872888535583,2.74307461416401,0.290877785934102,1.50371397473498,0.159455010589415,3.87289436864662,0.410684759828127,117.009191066972,94.1729819238959,138.733754472512,113.721238659419,91.8630257272603,135.050992261546,3.28795240755252,1.86328438993948,4.56245011764652,81.8904761904762,94,93,95,18.2964,17.9408,18.67,1.34525723185025,1.27814621676985,1.41589201305851,1.18576348100642,1.11379082908762,1.26238697264211
"SE002C","Gothenburg","SE","Sweden","Northern",11.9670171,57.7072326,378631.058244898,TRUE,1.28875157855114,-0.448918318387253,0.573143140458614,-0.878536898413789,0.727252761842852,4507.63795756875,334.505352187682,239.83456987736,429.887123931494,324.490598773843,229.876562255491,419.367204414202,10.0147534138391,3.60858311420664,16.0327078892279,88.3459887675999,7.4208566734162,63.3425506584394,5.32062628221184,113.537205828858,9.53686005793063,85.7009988240223,7.19868369705675,60.7125478086922,5.09971218672313,110.758796797635,9.30348018988626,2.64498994357762,0.222172976359456,0.953060515144696,0.0800548568490841,4.23438794576064,0.355678695586177,86.1461662397105,62.5035622347062,109.950492332921,83.5719749687232,60.2202614372232,107.397615485614,2.57419127098728,0.997224127425341,4.06317211379088,81.6333333333333,93,90,94,17.8608,16.88,18.26,1.39071938119543,1.30977604583495,1.47666496374168,1.12828449470025,1.0531232636695,1.20880997020734
"SE003C","Malmö","SE","Sweden","Northern",13.0001566,55.6052931,214974.167105263,TRUE,1.9458880466985,-0.0740422196334677,0.583009293373001,-0.428985858460561,-0.479616566973754,2566.70105993028,186.140586103419,155.343642132623,218.929979163875,173.590854358114,143.110643518131,206.327310637715,12.5497317453047,9.38483697784093,15.9323451655889,86.5874205305207,7.2521334490147,72.261539246508,6.05226859324408,101.840133682981,8.52962515119786,80.7496345703315,6.76318941337209,66.5710887243749,5.57566464409448,95.9777230055209,8.03861867121057,5.8377859601892,0.488944035642608,4.36556499053469,0.365638099596057,7.41128358822178,0.62073240293989,83.0349252015487,70.6490698758264,96.4672024437153,77.420981619078,65.1684149904318,91.156393144958,5.61394358247066,4.27526532665931,6.92982530415202,81.5380952380952,88,82,91,17.2328,16.02,17.97,1.42892670633836,1.37578007222593,1.48412640458111,1.21150006790759,1.15932368721276,1.2660246924384
"SE004C","Jönköping","SE","Sweden","Northern",14.165719,57.7825634,92920.67979831,FALSE,-0.285176998141145,-0.896774927481038,-0.173947990547578,-2.60257503014397,0.491647232101037,1185.3295943862,91.2049118439034,49.039920675923,133.585908376117,87.9856975512118,45.4593546666671,131.008575191386,3.21921429269165,-0.486130993816603,6.56312160104049,98.1535133426373,7.69447690126493,52.7761105303654,4.13723920403062,143.763378255598,11.2699378306919,94.6890377278665,7.42288878704437,48.922753003249,3.83516575321882,140.989686553895,11.0525018367761,3.46447561477075,0.271588114220557,-0.523167711290726,-0.0410123054481177,7.06314419490489,0.553695919862617,84.9682945723429,52.8595051622866,118.695578624904,81.9830246637995,49.5530601416408,115.629176227194,2.98526990854343,0.404779393915053,5.44933086824333,81.6666666666667,93,84,97,17.41,14.9,19.5296,1.25316474604281,1.11807069193675,1.40458192138479,1.13397469276008,1.00391291482545,1.28088660363921
"SE005C","Umeå","SE","Sweden","Northern",20.2630745,63.8256568,85733.2699681812,FALSE,-0.0394642438591938,-0.52220101265913,-0.682291929907604,-1.87680829269554,0.0570363833765413,1106.34941105389,90.3671108093387,53.6878047241059,126.364459003955,88.5547193677989,51.359489722713,125.101671772422,1.81239144153975,-0.680386613318552,4.03413379225721,105.404950543561,8.1680443724606,62.6219024936661,4.85269881175817,147.392557231111,11.4217495613417,103.290962074192,8.00422709887311,59.9061364879404,4.64224857080085,145.919631688902,11.3076095600983,2.1139884693683,0.16381727358749,-0.793608611418961,-0.0614983482180755,4.70544724790554,0.364634694243145,97.70977626567,65.838402264035,131.205204081243,95.7558786652523,63.7204512630334,128.863826849279,1.95389760041773,0.151905808811207,3.66290946119717,80.847619047619,93,86,97,16.18,14.27,18.2132,1.28442816284042,1.14865790412761,1.43624633545754,1.11310728841329,1.00114356915674,1.23759256283531
"SE006C","Uppsala","SE","Sweden","Northern",17.6387436,59.8586126,147059.041327512,FALSE,0.193114689300085,-0.511997501257535,-0.204819500452131,-1.9394269678269,0.24794829178757,1503.42647967176,128.296004748787,79.4399536904668,177.22308138544,124.643579872168,75.2516994716323,174.829411149791,3.65242487661873,-0.111885875306643,6.98082169951618,87.2411540226635,8.53357357233705,54.0190885057845,5.28392673433626,120.511516861279,11.7879446572028,84.7575087849086,8.29063353329928,51.171079854955,5.00534615354531,118.883823511696,11.6287303379119,2.48364523775488,0.242940039037768,-0.0760822825285964,-0.00744205831275968,4.74695172530695,0.46432744094279,93.1605138535149,65.42826146157,120.952733670077,90.5039907210669,63.0299659913899,118.408083484326,2.656523132448,0.684651044495891,4.36524060270406,81.4523809523809,93,89.975,96,18.1908,17.2045,19.55,1.2923158475172,1.17795538678973,1.41777886367627,1.11937506653856,1.01821865492937,1.23058100882578
"SE007C","Linköping","SE","Sweden","Northern",15.6245252,58.4098135,108938.033708332,FALSE,0.125686404787422,-0.268236527593931,0.114626797235882,-2.08337759338173,0.434821529705857,1350.6079094025,109.920391060755,68.0864928303377,152.854283105648,107.153275382634,64.179218080607,150.965171391608,2.76711567812081,-0.519048237784137,5.86236415774314,100.901757925109,8.1385863577078,62.5002035676821,5.04117385633101,140.31305495645,11.3174432077233,98.3616756563857,7.93370708380032,58.9135088048667,4.7518763686938,138.57893910202,11.1775719911483,2.54008226872298,0.204879273907477,-0.476461911524695,-0.0384307121386368,5.38137504247495,0.434053741054767,92.8234477450172,65.3496117487837,122.291412578258,90.4957533701585,63.0303888554454,119.916711009516,2.32769437485877,0.304954710033827,4.23513598341331,81.4523809523809,93,87,96,18.18,16.45,19.56,1.30285084675754,1.18080625262468,1.43750960424188,1.15473283854337,1.02114018635748,1.30580300944462
"SE008C","Örebro","SE","Sweden","Northern",15.2151181,59.2747287,101365.296876217,FALSE,0.0813948006210797,0.00229498503721215,0.150695742341789,-1.81673480353991,0.539314789812853,1321.19929649423,111.879215701197,68.4470742781963,156.206136701381,108.384967794259,64.6849692528099,153.808220270182,3.4942479069381,-0.119322417694831,6.79474454584388,110.372306054427,8.46800448638338,67.5251554403088,5.18067746931285,154.102184391698,11.8230563031535,106.925122437725,8.20352902713889,63.8137224930148,4.89592822403478,151.736565678888,11.6415608665784,3.4471836167018,0.264475459244492,-0.117715254995546,-0.00903137157364907,6.70322561590414,0.514286115945836,100.374536139582,69.7631008462056,132.052854632091,97.2475323916711,66.7254735695173,128.803727721512,3.12700374791068,0.727841609076779,5.26675735757391,81.4523809523809,93,87,96,18.24,16.44,19.66,1.32249912552687,1.19810763737373,1.4598053484186,1.16817598016287,1.02812210838519,1.32730840967211
"SE009C","Södertälje","SE","Sweden","Northern",17.6271663,59.1964289,69577.5127327327,FALSE,0.81339393540899,-1.17542486249788,-0.250990493570435,-2.68275738976965,0.0750061333325205,656.1391695173,58.7413123498486,36.140046461096,81.5202246571391,57.1176855639223,34.2938835806227,80.0990803096581,1.62362678592627,0.14232531661983,3.03013721609675,84.4257146349725,8.95256907053158,51.9421362472676,5.50798491235983,117.164614622373,12.4242277316123,82.0921635749294,8.70511748383226,49.2887460814465,5.22661733574778,115.122080631628,12.2076358234465,2.33355106004305,0.247451586699316,0.204556488195465,0.0216913306249548,4.35505251206144,0.461813187943942,100.968571335245,71.7691033774717,130.897520108821,98.1654925576065,69.0431155311249,127.298493843423,2.80307877763833,0.964091382348237,4.57777097944985,81.8904761904762,94,92,96,18.74,18.08,19.6576,1.27305164802209,1.16254142284229,1.39406688371534,1.1458107782838,1.03661969251772,1.26650337544971
"SE010C","Västerås","SE","Sweden","Northern",16.5463679,59.6110992,104720.631356755,FALSE,0.115751987676796,0.0866327325404212,0.15514227572831,-1.80111261542316,0.0272751045652143,1380.63929696498,116.485342997763,75.0166996387085,158.279194886237,113.547587724877,71.3405317120837,155.378219580076,2.93775527288508,-0.219736931748218,5.9928365953069,111.234378067229,8.43705834346662,71.63507196891,5.43347562275069,151.144232837006,11.4641959876253,108.429051901006,8.22427609981014,68.1246195594883,5.16720999242233,148.374028657967,11.2540777248366,2.8053261662231,0.212782243656477,-0.209831557450826,-0.0159155930322467,5.72268951940417,0.43406243821111,97.3567872862677,70.0088493613539,125.888973705565,94.9139067376837,67.1974300680826,123.717105667318,2.442880548584,0.565832756702164,4.16568342500597,81.4523809523809,93,88,96,18.36,16.88,19.8376,1.32392211253756,1.20358843823321,1.4562866378468,1.12866912663971,1.01871953990947,1.2504854844964
"SE011C","Norrköping","SE","Sweden","Northern",16.1903511,58.5909124,99242.366619034,FALSE,0.224944910600252,0.0394920590276583,0.456335182787521,-2.03868744932625,0.689517553726769,1230.40154793283,105.559148707603,65.3354737190022,145.170262357431,102.631135727587,61.801748609694,143.028658133722,2.92801298001584,-0.282540157198349,5.83781882219368,106.365005494899,8.57924381556175,65.8342560187105,5.31009358926531,146.278517233171,11.7986085600533,103.414639557682,8.34127166858785,62.2735538411081,5.0228926250561,144.120563632639,11.6245512185857,2.95036593721684,0.2379721469739,-0.284697117595904,-0.022963247865954,5.8823857401583,0.474464521927958,97.8934155346256,68.2153815406451,127.594957678901,95.1870778457925,65.22194339672,124.215177748453,2.70633768883308,0.524513102681088,4.64011049624353,81.4523809523809,93,90,96,18.2108,17.35,19.4476,1.33755765109267,1.21149259279595,1.47674074165625,1.16715458593662,1.02882461516476,1.32408362649326
"SE012C","Helsingborg","SE","Sweden","Northern",12.7040684,56.0441984,97957.0273684211,FALSE,1.10240609086379,0.571900836638701,0.782888090490917,-1.61973699728931,-0.359636360080031,1169.56567088842,89.2799689155174,55.1265043612292,123.801200706377,86.5666234796667,51.6252275923621,121.543263354691,2.71334543585073,-0.133979927072781,5.30854265341723,91.1419745106507,7.63360033025758,56.2762119698629,4.71341676088649,126.38317436967,10.5852286697451,88.372040072312,7.40160434205542,52.7019132565111,4.41405120527751,124.078145917557,10.3921709041242,2.76993443833867,0.231995988202154,-0.136774186265245,-0.011455528356181,5.41925658222717,0.453890088051644,87.4250046988409,63.0479366953181,112.905808552115,84.7759964942014,59.7426624699072,110.339163632511,2.64900820463958,0.619954602433444,4.47814158709613,81.5380952380952,93,86.975,96,18.1608,16.52379,19.4276,1.38587208353251,1.27059211098727,1.51161133089547,1.10958514214885,1.01503529113853,1.21294224784687
"SE013C","Lund","SE","Sweden","Northern",13.1929449,55.7029296,82642.4052631579,FALSE,0.750063837297459,-0.267877615731578,0.123264822388988,-2.01086032424849,-0.321954840769787,986.715529779307,72.9025230520371,44.2960716608538,100.97938806442,70.5130178538073,41.5610385131093,98.7619016377442,2.38950519822973,-0.118507438467139,4.69106656465957,88.2144255360112,7.38840332920905,53.599688343777,4.48924439962561,122.188345974287,10.2338906216471,85.3230464787091,7.14623574127576,50.2902092222106,4.21205882129017,119.505115228988,10.0091565053034,2.89137905730216,0.24216758793329,-0.143397857419294,-0.0120102942429258,5.67634321595775,0.475422391062275,84.6079145627661,58.7289699197572,109.528422280259,81.8404366618693,56.5102572537649,106.173391819607,2.76747790089681,0.685371934563438,4.69608905319396,81.5380952380952,93,85,96,18.27,16.18,19.51,1.29558804248477,1.19198382846605,1.4081972722647,1.11647829572104,1.01927062145815,1.22295665015137
"SE014C","Borås","SE","Sweden","Northern",12.9407407,57.7210839,81562.3585904759,FALSE,-0.307996840590345,-1.60488806803275,-0.252053935851685,-3.14316192462597,0.743052066242812,971.007463559592,68.0449955311458,33.0299278928523,102.657539897124,66.1107632860704,30.76638174351,101.394836466683,1.93423224507544,-0.744646265909892,4.34605703910853,83.4269590863591,7.00766967142573,40.49653352804,3.40161421332115,125.863868665896,10.5722709402041,81.0554824904122,6.80847117731892,37.7212997210978,3.16850105669881,124.315723844851,10.4422303918223,2.37147659594693,0.19919849410681,-0.912977847598494,-0.0766880064114144,5.32850829011708,0.447582248562377,81.3244386351688,46.6097680576036,115.748585277383,79.0156460253978,44.2304340119407,112.721328019327,2.30879260977101,-0.205027735619813,4.61085375496263,81.6333333333333,93,85,98,17.44,15.076,20.2888,1.21176284920783,1.07841157950214,1.36160370551488,1.15604361103125,1.00772506901647,1.3261919065986
"SI001C","Ljubljana","SI","Slovenia","Southern",14.5069289,46.0500268,217684.91248,FALSE,-0.938788908147058,-0.757033555836544,-0.221532802189998,-0.676936621947546,1.00595811062256,2287.87102946444,143.225183536083,79.9302101377806,202.636516843962,111.905238129145,53.1097239731494,168.431513741489,31.3199454069383,16.9517355702915,45.2672658061231,65.7947222452736,6.26019481393627,36.7183050157986,3.49365017120267,93.0870745865675,8.85699037377104,51.4069794062674,4.89123891547944,24.3975217979468,2.32136004561331,77.373995203716,7.36193218814945,14.3877428390063,1.36895589845682,7.7872808809609,0.740939299111615,20.7948567911348,1.97857594344903,70.4430402868126,44.7638131441559,96.8327351003651,55.1136524779422,29.6238137477931,80.0689601215571,15.3293878088704,9.85751430848832,20.5043669392748,80.0238095238095,78,68,82,17.4,15.0608,18.39,1.23700925529197,1.11250820086459,1.37544325200371,1.4383408169953,1.24073836543773,1.66741382668925
