year,scenario,ramp_factor,ac_penalty,deaths_on_warning_days,gross_avoided_deaths,net_avoided_deaths,life_years_saved,warning_days,cost_total,cost_pv,gross_<15,gross_15-64,gross_65+,net_<15,net_15-64,net_65+,lys_<15,lys_15-64,lys_65+
2038,central,1.0,0.7870100665092468,944.6532058739444,148.69031647660523,113.55765687750976,1420.4874653372958,47.4,1944218.1082632001,1142023.232823733,0.0,13.59946346703877,135.09085300956647,0.0,12.239517120334893,101.31813975717486,0.0,305.9879280083723,1114.4995373289235
2039,central,1.0,0.7867133909463883,951.9414431281706,149.78101614115232,114.31900774197224,1424.1017185947662,47.7,1950897.1072248002,1112569.3599981084,0.0,13.221637574053295,136.55937856709903,0.0,11.899473816647966,102.41953392532427,0.0,297.4868454161991,1126.614873178567
2040,central,1.0,0.7864167153835296,959.2296803823967,150.87085090894348,115.07975209819169,1427.7128420647714,48.0,1957505.3366399999,1083823.2435879265,0.0,12.844092776560554,138.02675813238292,0.0,11.5596834989045,103.52006859928719,0.0,288.99208747261247,1138.720754592159
2041,central,1.0,0.7864167153835296,978.4753680398719,153.8978770035213,117.3000833775262,1447.941669643148,48.4,1969281.5198672002,1058585.8550657118,0.0,12.511170832568231,141.38670617095306,0.0,11.260053749311409,106.0400296282148,0.0,281.5013437327852,1166.4403259103628
2042,central,1.0,0.7864167153835296,997.7210556973471,156.92490309809907,119.5204146568607,1468.170497221524,48.8,1980982.7219168001,1033860.0269463493,0.0,12.178248888575906,144.74665420952317,0.0,10.960423999718316,108.55999065714238,0.0,274.0105999929579,1194.1598972285663
2043,central,1.0,0.7864167153835296,1016.9667433548223,159.9519291926769,121.74074593619521,1488.3993247999006,49.2,1992608.9427888002,1009638.5091583016,0.0,11.845326944583583,148.1066022480933,0.0,10.660794250125225,111.07995168606999,0.0,266.5198562531306,1221.8794685467699
2044,central,1.0,0.7864167153835296,1036.2124310122974,162.97895528725465,123.96107721552968,1508.6281523782764,49.6,2004160.1824832,985914.0067918325,0.0,11.51240500059126,151.4665502866634,0.0,10.361164500532134,113.59991271499754,0.0,259.02911251330335,1249.599039864973
2020,high,0.05,0.6489724516868591,693.0824423246444,7.871349706789461,4.962240768871347,67.99278136625435,37.0,231602.512544,231602.512544,0.0,1.1971547239883507,6.674194982801111,0.0,0.9577237791906805,4.004516989680666,0.0,23.943094479767012,44.04968688648733
2021,high,0.05,0.6489724516868591,712.4089288761934,8.09084096058687,5.093921491200833,69.44048363473699,37.8,82960.80340842,80544.46932856311,0.0,1.1970845742435565,6.893756386343314,0.0,0.9576676593948452,4.136253831805988,0.0,23.94169148487113,45.498792149865864
2022,high,0.05,0.6489724516868591,731.7354154277425,8.310332214384278,5.225602213530318,70.88818590321964,38.6,84301.90537188001,79462.63113571497,0.0,1.1970144244987626,7.113317789885515,0.0,0.9576115395990101,4.267990673931308,0.0,23.940288489975252,46.94789741324439
