tree_age,pv_om,pv_total,avoided_deaths,cost_per_death
5,76868778.04118605,143463521.39768267,82.76127331556644,1733461.9883222464
0,53203070.23766082,119797813.59415743,56.83483020073911,2107823.9025441743
