cost,benefit,trees,ac,ews,scenario
373902002.29951626,2481.5834146608854,1.0,1.0,1.0,Unconstrained
373902002.2995162,2481.5834146608854,0.9999999999999996,1.0,1.0,Min 20% Trees
332941922.4444404,2448.147901730419,1.0,0.8,1.0,Max 80% AC
332941922.44444036,2448.1479017304187,0.9999999999999996,0.8,1.0,Balanced
