muni_id,muni_name,gvi,thermal_vuln,foreign_vuln,unemp_vuln,svi
1,1η ΔΚ,12.63793101444539,0.785733225404219,0.4627616854168999,0.19528486358039465,0.4812599229212086
2,2η ΔΚ,11.753526939905084,0.7877406665026978,0.3105934655001507,0.20598295703666256,0.43477236491280324
3,3η ΔΚ,11.530940564111422,0.7891325918701243,0.3320221244855551,0.2411951881322181,0.45411662992585206
4,4η ΔΚ,9.301484775801224,0.7927611364427888,0.45502485743545124,0.35136737743497165,0.5330511183953494
5,5η ΔΚ,13.292834806379082,0.7925054428774262,0.3533409558007925,0.27155220285014475,0.4724662032019065
6,6η ΔΚ,10.215130872335132,0.7928031132174173,0.6615924229860954,0.37519298466389545,0.6098628339729371
7,7η ΔΚ,14.241806717898756,0.7854925512420522,0.31710959932954774,0.2039912746083501,0.4355311423999496
