budget,max_ben_trees,max_ben_ac,max_ben_ews,max_benefit,max_cost,best_ce_trees,best_ce_ac,best_ce_ews,best_ce_benefit,best_ce_cost
500000000.0,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
714285714.2857143,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
928571428.5714285,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
1142857142.857143,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
1357142857.142857,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
1571428571.4285715,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
1785714285.7142859,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
2000000000.0,1.0,1.0,1.0,2481.5834146608854,373902002.29951626,0.0,0.0,0.56,1249.7209629480724,14357325.710814413
