year,deaths_overall,deaths_on_warning_days,frac_deaths_on_warning_days,n_warning_days
2020,1118.3048901021773,693.0824423246444,0.6197616128293232,37
2030,1254.7784432754083,886.347307840135,0.7063775382739762,45
2040,1317.2488771254937,959.2296803823967,0.7282068689066807,48
2050,1517.9016225211778,1151.6865569571485,0.7587359680426721,52
