zone_id,pop_zone,users_zone,ac_share_cap,kwh_cap,kwh_per_user_cap,year,kwh_pc_overall,kwh_GWh
1,11615.449109459529,3822.6600222520647,0.32910135339828755,3470051.259028673,907.7583,2020,298.7444761135143,3.470051259028673
2,13791.73306896328,4657.634042622492,0.33771202062371447,3155726.404917985,677.5385,2020,228.81289748998893,3.1557264049179854
3,30061.549200296402,14741.6995190382,0.49038389275336647,14500353.559936523,983.62836,2020,482.35549882417746,14.500353559936524
4,19245.567606925964,8811.304537057877,0.4578355243670197,8941622.379638672,1014.78986,2020,464.60684154728807,8.941622379638671
5,27841.104301452637,8336.404949188232,0.29942795583554754,4382907.609375,525.7551,2020,157.4257817476844,4.382907609375
6,23954.10742855072,11317.529695987701,0.4724671845839024,7196956.321044922,635.9123,2020,300.4476932614456,7.1969563210449214
7,10428.564155340195,2429.3029574751854,0.23294702140094742,2131794.9810791016,877.5336,2020,204.41883938427566,2.1317949810791017
8,18668.53017144068,9877.850929711247,0.5291177633696352,7935205.514443278,803.3332,2020,425.05786162976244,7.935205514443278
9,34144.23139543743,14593.04683764813,0.42739421100567354,12448577.46660825,853.0486,2020,364.58801261145703,12.448577466608251
10,18538.827553153038,7581.334722876549,0.40894359155884885,5367550.684356689,707.9955,2020,289.5302126829369,5.367550684356689
11,14820.353997686354,5150.093266964199,0.3475013665509065,5193189.883648351,1008.36816,2020,350.40930091542174,5.193189883648351
12,17340.380880808458,7721.205697922036,0.44527313159928994,7622266.378608704,987.18604,2020,439.5674138302625,7.622266378608703
13,22482.06014585495,8869.927557468414,0.39453357476689144,7694184.572280884,867.44617,2020,342.2366332250682,7.694184572280884
14,46162.940526783466,25912.6168128103,0.5613294239299152,27256288.92262268,1051.854,2020,590.4365842294804,27.25628892262268
15,35935.02676996589,8833.716435052454,0.24582467940264846,8269340.206748962,936.11115,2020,230.11921654279632,8.269340206748963
16,8729.160654067993,2511.84645652771,0.28775349155214947,1783509.6655273438,710.0393,2020,204.31628379942651,1.7835096655273437
17,33267.37167264521,12113.801411354914,0.3641346100484319,11137155.207416534,919.3774,2020,334.7771298859264,11.137155207416534
18,23259.445799694047,12597.323880043521,0.5416003454480083,8686309.160311878,689.5361,2020,373.45297197176285,8.686309160311877
19,30850.198214054108,8496.890605807304,0.27542418194047336,8534999.950805664,1004.48505,2020,276.6594850245553,8.534999950805664
20,25182.789854943752,7977.6165888905525,0.3167884350718365,6759174.3751068115,847.2674,2020,268.40451014524456,6.759174375106811
21,10856.962100028992,2466.931532382965,0.2272211609153888,2034282.351928711,824.62054,2020,187.3712308458071,2.0342823519287108
22,15551.313467025757,5927.938934326172,0.38118574015599926,4388317.4609375,740.2771,2020,282.1830754194669,4.3883174609375
23,37020.3744805851,18951.71628593474,0.5119266499012252,20225780.168410603,1067.2268,2020,546.3418577523513,20.2257801684106
24,16653.050077438354,4347.800091981888,0.26108130773426974,3607714.9782714844,829.7794,2020,216.63989248187255,3.6077149782714844
1,11575.879432190675,4114.653638837568,0.3554506301607956,3748230.0627224445,910.9467,2030,323.79657067775037,3.7482300627224445
2,13744.673407559167,5015.076499812567,0.3648741844280143,3409805.4453163594,679.91095,2030,248.08195467497006,3.4098054453163593
3,29959.72001194954,15937.355114936829,0.53195941445982,15731562.981811523,987.0874,2030,525.0904539674248,15.731562981811523
4,19179.84160375595,9519.688993215561,0.49633824876589905,9694591.633300781,1018.37274,2030,505.4573355497528,9.694591633300782
5,27745.857391357422,8961.240911483765,0.32297581527522407,4727534.9091796875,527.5536,2030,170.38705427255135,4.727534909179687
6,23873.79137325287,12231.767466545105,0.5123512757277854,7805004.533691406,638.09296,2030,326.92773475585386,7.805004533691406
7,10392.968841910362,2600.514105796814,0.2502185992620378,2290042.2227478027,880.6113,2030,220.34533708145548,2.2900422227478026
8,18605.381362368003,10686.001875305432,0.5743500585760296,8614176.872142076,806.11786,2030,462.9938351903637,8.614176872142076
9,34029.264443112246,15756.333355342056,0.4630230365890628,13488004.894790249,856.03705,2030,396.3648675785677,13.488004894790249
10,18476.882894158363,8182.128470361233,0.4428305638581542,5813446.593048096,710.50543,2030,314.63351401583384,5.813446593048096
11,14770.354223259055,5547.563838176902,0.37558773163619097,5613439.603551589,1011.8747,2030,380.047730657132,5.613439603551589
12,17281.294370811433,8339.778160079382,0.48258990218727427,8262103.103270531,990.6862,2030,478.09515456350556,8.262103103270531
13,22405.536817073822,9568.511393427849,0.42706012676903593,8329213.876251221,870.4817,2030,371.7480167627165,8.32921387625122
14,46006.88791003823,28045.92810752988,0.6096028090917782,29602292.975875854,1055.4934,2030,643.4317625169542,29.602292975875855
15,35812.930323168635,9465.787211865187,0.26431199922619675,8892023.357471466,939.3855,2030,248.29086246871302,8.892023357471466
16,8699.700157165527,2698.6400332450867,0.310199200488806,1922818.2524414062,712.5138,2030,221.0212096629184,1.9228182524414061
17,33154.77682391554,13056.061263637617,0.3937912576814538,12045414.346689224,922.59174,2030,363.30856366979083,12.045414346689224
18,23181.196379335714,13630.801842853543,0.5880111457493357,9432333.165956736,691.9867,2030,406.895874207983,9.432333165956736
19,30744.90934896469,9122.196041345596,0.2967059013837287,9195411.324707031,1008.02606,2030,299.0872804449065,9.195411324707031
20,25096.971886873245,8582.543778166175,0.3419752716324793,7297199.613586426,850.2374,2030,290.7601620816718,7.297199613586426
21,10821.04267168045,2639.817004442215,0.24395218506538477,2184463.157775879,827.5055,2030,201.87178112630465,2.184463157775879
22,15497.990589141846,6392.179732322693,0.41245216246299454,4748504.294921875,742.8615,2030,306.39483664732364,4.748504294921875
23,36893.56324711125,20495.70369301266,0.555536030925868,21949663.76930455,1070.9397,2030,594.9456175400245,21.94966376930455
24,16596.416719436646,4663.742269277573,0.28100898815198466,3883417.671875,832.68274,2030,233.99133304040222,3.883417671875
1,11488.115857119672,4142.822340606828,0.36061808499601317,3772260.7016223073,910.55334,2040,328.362000221688,3.772260701622307
2,13522.72236536059,5006.126441546308,0.3702010812830008,3402282.579243332,679.6238,2040,251.59745850868902,3.402282579243332
3,29512.61015343666,15940.145361661911,0.54011303232038,15727668.744262695,986.67035,2040,532.9135126474489,15.727668744262695
4,18838.70854949951,9492.621836423874,0.5038892029929549,9663176.65600586,1017.96704,2040,512.9426271772,9.66317665600586
5,26912.04518890381,8816.22165298462,0.3275938930356606,4648378.2373046875,527.25287,2040,172.72482283216718,4.648378237304687
6,23415.025053024292,12179.866913318634,0.5201731318133046,7768032.459716797,637.7765,2040,331.7541810066727,7.768032459716797
7,10248.385461688042,2599.0501205027103,0.2536058123710165,2287772.376647949,880.234,2040,223.2324677092233,2.287772376647949
8,18435.05439988221,10751.706796560204,0.5832207794639814,8663213.108679295,805.7524,2040,469.9315185495003,8.663213108679294
9,33934.20950522252,15949.430390709618,0.4700103707515267,13647376.425937403,855.66547,2040,402.17163225320024,13.647376425937402
10,18203.27085161209,8181.938303411007,0.4494762710563311,5810961.461639404,710.2182,2040,319.2262263748486,5.810961461639404
11,14507.008279552276,5528.561176686584,0.3810958862192922,5591647.70968619,1011.411,2040,385.4445797461668,5.59164770968619
12,16966.573129579425,8312.06413533073,0.489908249111279,8231189.957905769,990.27026,2040,485.141571903849,8.23118995790577
13,21867.330711185932,9478.155595600605,0.4334390749737088,8246956.016693115,870.1013,2040,377.13592599002027,8.246956016693115
14,44853.255351901054,27767.299156814814,0.6190698743929169,29294527.813049316,1055.001,2040,653.119323964692,29.294527813049317
15,35178.487896323204,9425.640693735331,0.2679376305631512,8850488.525405884,938.98004,2040,251.58808847866715,8.850488525405884
16,8504.383781433105,2675.488682746887,0.31460112237503357,1905430.4467773438,712.18036,2040,224.05273512436108,1.9054304467773437
17,32790.993844136596,13103.522486010566,0.3996073601274402,12083936.556253433,922.18994,2040,368.51388566297385,12.083936556253434
18,22302.902657940285,13317.352074275026,0.5971129533461771,9211801.889495432,691.71423,2040,413.0315246753697,9.211801889495433
19,30086.505787849426,9052.414842247963,0.30087956727443643,9121405.328735352,1007.6212,2040,303.1726380276128,9.121405328735351
20,24243.146552026272,8410.305582076311,0.34691476884106726,7147662.820480347,849.86957,2040,294.83230673631084,7.147662820480346
21,10486.364924430847,2592.579404115677,0.24723337617934277,2144426.096801758,827.14,2040,204.49661176731817,2.144426096801758
22,15114.180824279785,6326.5536460876465,0.4185839589747741,4697580.389160156,742.51807,2040,310.80615243228067,4.697580389160156
