zone_id,pop_zone,users_zone,ac_share_cap,kwh_cap,kwh_per_user_cap,year,kwh_pc_overall,kwh_GWh
23,36455.7754595654,20564.2823878797,0.5640884641361803,22013031.472756557,1070.4498,2040,603.828369997838,22.013031472756555
24,16244.947232246399,4628.463038921356,0.2849170866947358,3852342.6428222656,832.31573,2040,237.14097606764292,3.852342642822266
1,11366.682307871059,4569.498887787864,0.40200814661844064,4158932.317179978,910.15063,2050,365.88797016874946,4.1589323171799775
2,13295.717395531421,5489.377354423254,0.4128680830917922,3728999.5604968667,679.31195,2050,280.4662170203882,3.7289995604968666
3,29055.35541510582,17590.71908724308,0.6054208883673714,17348577.802490234,986.2347,2050,597.0870964968732,17.348577802490233
4,18501.989552497864,10441.971848964691,0.5643702164751775,10624905.328613281,1017.51904,2050,574.2574493659718,10.62490532861328
5,26158.985733032227,9537.133588790894,0.3645834622994534,5026126.033203125,527.0059,2050,192.1376495441255,5.026126033203125
6,22970.94867324829,13388.018634796143,0.5828239323170696,8534449.816894531,637.46924,2050,371.5323184206865,8.534449816894531
7,10087.674451351166,2831.9775775671005,0.2807364166265079,2491687.596557617,879.84015,2050,247.00317288925547,2.4916875965576173
8,18230.881562227616,11927.969822322833,0.6542727943028426,9606498.435963213,805.3758,2050,526.9354859869653,9.606498435963214
9,33682.822350074865,17716.39038684399,0.5259770159018343,15152500.517589372,855.2815,2050,449.8583984472932,15.152500517589372
10,17925.04962992668,9011.042681634426,0.5027067075223091,6397020.652801514,709.90906,2050,356.87603576401807,6.397020652801514
11,14240.109473607794,6055.1027175785275,0.42521461852529147,6121415.335394323,1010.95154,2050,429.8713676843269,6.121415335394323
12,16660.379787951708,9138.65627423022,0.5485262875483201,9045903.90380001,989.8506,2050,542.9590452878955,9.04590390380001
13,21386.399938046932,10362.406545162201,0.48453253353441805,9012286.2371521,869.7098,2050,421.40267942520893,9.0122862371521
14,43828.437541246414,30456.327972725034,0.6948987844721353,32116593.10168457,1054.513,2050,732.7797864448175,32.11659310168457
15,34551.361333832145,10260.991991333663,0.296977936475292,9630516.098121643,938.5561,2050,278.73043858018974,9.630516098121642
16,8314.306791305542,2908.838283061981,0.34985938768867886,2070679.4086914062,711.85785,2050,249.05015663563947,2.070679408691406
17,32357.133325196803,14437.518982049078,0.44619277106375943,13308125.162033081,921.7737,2050,411.2887575139396,13.30812516203308
18,21597.10130795848,14470.40579029097,0.6700161092895675,10005089.85290271,691.41736,2050,463.26077329719516,10.00508985290271
19,29444.6859292984,9843.636142253876,0.33430942907287536,9914266.936279297,1007.17523,2050,336.70819108361707,9.914266936279297
20,23557.01497286558,9104.287830248475,0.3864788404106103,7733991.316421509,849.4889,2050,328.309479164911,7.733991316421509
21,10180.410728931427,2784.4933902025223,0.27351483789247794,2302129.7200927734,826.7679,2050,226.13328493224884,2.3021297200927733
22,14758.036212921143,6902.303689956665,0.4676979775882019,5122765.326171875,742.18195,2050,347.1170047466564,5.122765326171875
23,35949.386363340855,22741.26073180729,0.6325910685084054,24332400.524318583,1069.967,2050,676.8516235128671,24.332400524318583
24,15897.586004257202,5027.13347697258,0.3162199264483531,4182280.440673828,831.9414,2050,263.0764469243229,4.1822804406738285
