year,activity_share,activity_days_equiv,pen_base,pen_current,pen_policy,dT_night_base,dT_night_current,dT_night_policy,dT_night_incremental,dT_dm_base,dT_dm_current,dT_dm_policy,dT_dm_incremental,marginal_perC,marginal_current_full_perC,marginal_policy_full_perC,marginal_current_active_perC,marginal_policy_active_perC,penalty_base,penalty_current,penalty_policy,penalty_incremental
2030,0.21013556247977971,76.6994803051196,0.43201717246168897,0.43201717246168897,0.618435093905245,0.48410890502406645,0.48410890502406645,0.7251290754641251,0.24102017044005863,0.24205445251203322,0.24205445251203322,0.36256453773206254,0.12051008522002932,39.09119082741123,186.0284397657478,179.00883512494266,39.09119082741123,37.61612225782997,9.46219679377244,9.46219679377244,13.638271977682873,4.176075183910433
2031,0.21173213509497812,77.30483943853018,0.4326605998854297,0.4326605998854297,0.6187992732022407,0.48493539829831767,0.48493539829831767,0.7256029941817597,0.240667595883442,0.24246769914915883,0.24246769914915883,0.36280149709087983,0.120333797941721,40.06519243369433,189.22584621234756,182.07885344457824,40.06519243369433,38.551944395466165,9.71451502536615,9.71451502536615,13.98670314243948,4.272188117073329
2032,0.2133287077101765,77.91019857194078,0.43330650295343487,0.43330650295343487,0.6191648537114858,0.4857651091698599,0.4857651091698599,0.726078748386251,0.2403136392163911,0.24288255458492994,0.24288255458492994,0.3630393741931255,0.12015681960819555,41.04940382312202,192.42325265894732,185.1488717642138,41.04940382312202,39.49756954745692,9.970184064748265,9.970184064748265,14.339172930658211,4.368988865909946
2033,0.2149252803253749,78.51555770535137,0.43395489598113696,0.43395489598113696,0.6195318435355015,0.4865980564622633,0.4865980564622633,0.7265563487610862,0.23995829229882293,0.24329902823113164,0.24329902823113164,0.3632781743805431,0.11997914614941146,42.04382499569431,195.62065910554708,188.21889008384937,42.04382499569431,40.45299771380225,10.229221764572188,10.229221764572188,14.695691157690364,4.466469393118176
2034,0.2165218529405733,79.12091683876196,0.4346057933945536,0.4346057933945536,0.6199002508393996,0.48743425914619376,0.48743425914619376,0.7270358060728207,0.23960154692662694,0.24371712957309688,0.24371712957309688,0.36351790303641035,0.11980077346331347,43.0484559514112,198.81806555214683,191.28890840348492,43.0484559514112,41.41822889450216,10.491646117031836,10.491646117031836,15.056267715211485,4.564621598179649
2035,0.2181184255557717,79.72627597217254,0.4352592097313573,0.4352592097313573,0.6202700838514885,0.4882737363408522,0.4882737363408522,0.7275171311718877,0.23924339483103546,0.2441368681704261,0.2441368681704261,0.3637585655859438,0.11962169741551773,44.06329669027269,202.0154719987466,194.3589267231205,44.06329669027269,42.39326308955665,10.757475255227478,10.757475255227478,15.420912571964664,4.663437316737186
2036,0.2197149981709701,80.33163510558315,0.43591515964195876,0.43591515964195876,0.6206413508638865,0.4891165073154319,0.4891165073154319,0.7280003349934169,0.238883827677985,0.24455825365771594,0.24455825365771594,0.36400016749670844,0.1194419138389925,45.088347212278784,205.21287844534635,197.42894504275608,45.088347212278784,43.378100298965705,11.026727454547645,11.026727454547645,15.789635774512535,4.76290831996489
2037,0.22131157078616848,80.93699423899373,0.43657365789060054,0.43657365789060054,0.6210140602331408,0.4899625914905908,0.4899625914905908,0.7284854285580619,0.23852283706747107,0.2449812957452954,0.2449812957452954,0.36424271427903093,0.11926141853373554,46.12360751742947,208.4102848919461,200.49896336239163,46.12360751742947,44.37274052272934,11.29942113406732,11.29942113406732,16.16244744799808,4.86302631393076
2038,0.2229081434013669,81.54235337240432,0.43723471935646574,0.43723471935646574,0.6213882203808543,0.49081200843994344,0.49081200843994344,0.7289724229728386,0.23816041453289516,0.24540600421997172,0.24540600421997172,0.3644862114864193,0.11908020726644758,47.169077605724766,211.60769133854586,203.56898168202721,47.169077605724766,45.37718376084755,11.575574857962666,11.575574857962666,16.53935779691439,4.963782938951725
2039,0.2245047160165653,82.14771250581492,0.437898359034798,0.437898359034798,0.6217638397943203,0.4916647778915689,0.4916647778915689,0.7294613294319714,0.23779655154040247,0.24583238894578446,0.24583238894578446,0.3647306647159857,0.11889827577020123,48.22475747716466,214.80509778514562,206.63900000166277,48.22475747716466,46.39143001332034,11.85520733694247,11.85520733694247,16.920377105883457,5.0651697689409865
2040,0.22610128863176368,82.75307163922551,0.4385645920380362,0.4385645920380362,0.6221409270271647,0.49252091972953804,0.49252091972953804,0.7299521592177529,0.23743123948821487,0.24626045986476902,0.24626045986476902,0.36497607960887646,0.11871561974410744,49.29064713174915,218.00250423174538,209.70901832129834,49.29064713174915,47.41547928014769,12.138337429696604,12.138337429696604,17.305515740444218,5.167178310747614
2041,0.22703729081490304,83.0721023072082,0.44366499742580146,0.44366499742580146,0.6252921420121195,0.49907651654814533,0.49907651654814533,0.7340543915172034,0.2349778749690581,0.24953825827407267,0.24953825827407267,0.3670271957586017,0.11748893748452904,49.845120895941804,219.54596408824793,211.27241429844895,49.845120895941804,47.96671656624363,12.438264651833903,12.438264651833903,17.605089471056065,5.166824819222162
2042,0.22797329299804237,83.39113297519089,0.44878479173581587,0.44878479173581587,0.6284553361747451,0.5056593960293431,0.5056593960293431,0.7381731198272421,0.23251372379789903,0.25282969801467153,0.25282969801467153,0.36908655991362105,0.11625686189894952,50.40248402372501,221.0894239447505,212.83581027559956,50.40248402372501,48.520880536435016,12.743244814907701,12.743244814907701,17.908404881172572,5.165160066264871
2043,0.22890929518118172,83.71016364317356,0.4539240857375706,0.4539240857375706,0.6316305779524413,0.5122697275591372,0.5122697275591372,0.742308443550693,0.2300387159915558,0.2561348637795686,0.2561348637795686,0.3711542217753465,0.1150193579957779,50.96273651509877,222.63288380125306,214.39920625275016,50.96273651509877,49.07797119072185,13.053333575128871,13.053333575128871,18.215496203605245,5.1621626284763735
2044,0.22984529736432105,84.02919431115625,0.45908299104593914,0.45908299104593914,0.6348179363049145,0.5189076819196469,0.5189076819196469,0.7464604628884737,0.2275527809688268,0.25945384095982343,0.25945384095982343,0.37323023144423684,0.1137763904844134,51.52587837006307,224.17634365775564,215.96260222990077,51.52587837006307,49.63798852910413,13.36858705194155,13.36858705194155,18.526397947143906,5.157810895202356
