year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,142.5782996529265,299.36780580349716,156.78950615057067,0.0,37.28490330572004,105.29339634720645
2030,181.01563296445033,367.04407273019814,186.0284397657478,0.0,35.06046092182851,145.95517204262183
2040,219.50388736767667,437.50639159942205,218.00250423174538,0.0,28.173684522983113,191.33020284469356
2050,236.26986674639113,469.70696954316213,233.437102796771,0.0,19.12379227142313,217.146074474968
