year,<15,15-64,65+
2020,0.0,39.84319474940257,115.92977781893573
2030,0.0,37.669946765831966,161.90124289427737
2040,0.0,30.30245951921171,212.47947370971454
2050,0.0,20.754304810321937,244.30946865606856
