year,<15,15-64,65+,overall
2020,0.0,1.461460281466998,7.147617183307787,8.60907746477477
2030,0.0,1.3250788016561046,8.981967263455601,10.307046065111706
2040,0.0,1.0287357120364007,10.973853492043332,12.002589204079726
2050,0.0,0.681017428892936,11.939637455761527,12.620654884654442
