year,<15,15-64,65+
2020,0.1590410579667093,2.6586150417879777,33.069963804106514
2030,0.07896514106937474,3.027538488237285,47.84384015641508
2040,0.08332932252640829,2.698699539912492,63.89720311941679
2050,0.047300402327141056,1.9080133046727557,73.87373219679095
