year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,137.28514190374247,287.9351639866797,150.65002208293723,0.0,36.14762827552034,101.13751362822212
2030,174.57031114631326,353.5791462712559,179.00883512494266,0.0,34.05703426400414,140.51327688230913
2040,211.60981676916987,421.3188350904682,209.70901832129834,0.0,27.376631700529604,184.23318506864027
2050,228.53678095638813,453.87975904919256,225.34297809280443,0.0,18.637972307210504,209.89880864917762
