year,<15,15-64,65+,overall
2020,0.0,1.1372750753909386,4.155882780911895,5.293157856302827
2030,0.0,1.0034266976969377,5.441895241403415,6.445321939100353
2040,0.0,0.7970528541255462,7.097017881807176,7.894070735932729
2050,0.0,0.4858199835173913,7.247265933783126,7.733085917300514
