Scenario,Penetration,Activity share,Marginal (active deaths/°C),Waste heat ΔT (°C),Feedback deaths/yr
Current AC,45.9%,0.22984529736432105,51.52587837006307,0.25945384095982343,13.36858705194155
Policy AC,63.5%,0.22984529736432105,49.63798852910413,0.37323023144423684,18.526397947143906
Incremental policy vs current,+17.6%,0.22984529736432105,49.63798852910413,0.1137763904844134,5.157810895202356
