year,<15,15-64,65+
2020,1.2785343735334442,1.1222344655442034,26.776120428375886
2030,0.4981173695511266,1.258133978402655,38.00886897456885
2040,0.46221288242829317,1.1243949285303272,50.4626329199415
2050,0.2500752360889415,0.8024142213033469,58.39089557407916
