year,<15,15-64,65+,overall
2020,0.0,1.3898193660944784,6.701851185847886,8.091670551942372
2030,0.0,1.2636184031130284,8.447539741027128,9.711158144140143
2040,0.0,0.9814699630371351,10.323272323898891,11.304742286936033
2050,0.0,0.6526950584806386,11.294335963186342,11.947031021666959
