"URAU_CODE","agegroup","b1","b2","b3","b4","b5"
"BG018C","65-74",0.0997980727153072,-0.0145997447573616,-0.16308752021918,-0.00801832798798431,0.308215847499092
"BG018C","75-84",-0.00282988221234906,-0.116478063308487,-0.2856243602034,-0.13453642419428,0.249431545690356
"BG018C","85+",-0.096564304730486,-0.209527811432573,-0.397542403793129,-0.25009071633964,0.195741373387323
"CH001C","20-44",0.660004417377612,0.458072749339695,0.616321011761733,0.516769058618124,1.02918144016427
"CH001C","45-64",0.434494593192744,0.234210140746264,0.347064343240085,0.238764165586807,0.900011589950822
"CH001C","65-74",0.305293645559584,0.10595292944982,0.192799592889227,0.0794873103272495,0.826006534456964
"CH001C","75-84",0.201918289564873,0.00333266915340207,0.0693703628634998,-0.0479521699227307,0.766794128532455
"CH001C","85+",0.0874827366645216,-0.110266999866353,-0.0672646411579748,-0.189026483461114,0.701246548595918
"CH002C","20-44",0.487552312543097,0.2998733699473,0.445251149524038,0.369260284736198,0.908217925508927
"CH002C","45-64",0.260365682721039,0.074346203787907,0.173992390400527,0.0891882526190938,0.778087617214432
"CH002C","65-74",0.132222370517632,-0.0528610974786691,0.0209904470841519,-0.0687847666520427,0.704688365084288
"CH002C","75-84",0.0294202063621873,-0.154912352762439,-0.101754397125469,-0.195517625199232,0.645804277911697
"CH002C","85+",-0.0864285428225977,-0.269914895505463,-0.240076744591466,-0.33833410444284,0.579447232786482
"CH003C","20-44",0.466965230398952,0.290263360877715,0.423871029469368,0.311914520206013,1.01233241581607
"CH003C","45-64",0.239975181368934,0.0649313396042023,0.15284698601446,0.0320848297352684,0.882314707101457
"CH003C","65-74",0.112563471824941,-0.0615497029267181,0.000718569585295523,-0.124986281515643,0.809334509911708
"CH003C","75-84",0.0101633564310854,-0.163201846176782,-0.121546232078419,-0.251223500800273,0.750680712388362
"CH003C","85+",-0.109920551931489,-0.282408612770255,-0.264925320885919,-0.399261016326659,0.681897808972483
"CH004C","20-44",0.460583964533547,0.311415375482672,0.434040657005739,0.327873270033111,0.951734422446175
"CH004C","45-64",0.239444234938108,0.0918909405281313,0.170001841473544,0.0552557594950509,0.825067720224504
"CH004C","65-74",0.111063528013945,-0.0355520214314853,0.0167164510307901,-0.103009916178922,0.751532490690128
"CH004C","75-84",0.00842379940846011,-0.137442027660702,-0.105834446617125,-0.22954252678634,0.692741445032395
"CH004C","85+",-0.107444595992769,-0.252464073116204,-0.244180251485955,-0.372383225570365,0.626373146744067
"CH005C","20-44",0.523940459930157,0.343110186703412,0.488904668469349,0.362855371596883,0.959405524265354
"CH005C","45-64",0.294276854695971,0.115124137969014,0.214688423347655,0.0797297639338848,0.827856428367598
"CH005C","65-74",0.165909122719596,-0.0123059438171177,0.0614185248739459,-0.0785199164326331,0.754328630758053
"CH005C","75-84",0.063224741734499,-0.114240276266781,-0.0611856873070242,-0.205107573777205,0.695512008648355
"CH005C","85+",-0.0566631806972812,-0.23325248849051,-0.20433077070481,-0.352903480992632,0.62684136408158
"CH006C","20-44",0.415694300890284,0.285189155412602,0.421061359954125,0.309007843710157,0.846896493626383
"CH006C","45-64",0.193382840762698,0.0645015487228917,0.155623508878218,0.0349458425720607,0.719558635467826
"CH006C","65-74",0.0656605137265286,-0.062287842423549,0.0031242180029822,-0.122508192939461,0.646400519577269
"CH006C","75-84",-0.0375862517206216,-0.164780451450132,-0.1201514760845,-0.249789148825597,0.587261769076985
"CH006C","85+",-0.150884037897782,-0.277250664458182,-0.255427997039667,-0.389460841802688,0.522365890935453
"CH007C","20-44",0.578320846094372,0.437915991130332,0.583127184906312,0.453944081721925,0.995075671449816
"CH007C","45-64",0.351134216272313,0.212388824970939,0.3118684257828,0.173872049604821,0.864945363155321
"CH007C","65-74",0.222990904068906,0.0851815237043625,0.158866482466426,0.0158990303336847,0.791546111025177
"CH007C","75-84",0.120188739913462,-0.0168697315794072,0.0361216382568049,-0.110833828213504,0.732662023852586
"CH007C","85+",0.00433999072867666,-0.131872274322431,-0.102200709209192,-0.253650307457113,0.666304978727371
"CH008C","20-44",0.613493112042696,0.40071998455609,0.57326392877904,0.426064775254937,1.11376021057922
"CH008C","45-64",0.389137384249515,0.178003042364312,0.305385240798602,0.149482633738231,0.985251415637244
"CH008C","65-74",0.262686124606908,0.0524754342175671,0.154403592771495,-0.00640445028432465,0.912821354878791
"CH008C","75-84",0.159468191507215,-0.049988553064766,0.0311623242432989,-0.13364986211512,0.853699119268783
"CH008C","85+",0.0351056551188436,-0.173442694842526,-0.117325407312842,-0.286962001622665,0.78246545902575
"CH009C","20-44",0.607865788906584,0.490477377975167,0.623321575995411,0.495047726601325,0.984730740381661
"CH009C","45-64",0.381535431365139,0.265800229534946,0.353085198147124,0.216031293213182,0.855090896583019
"CH009C","65-74",0.254277198789795,0.139471542914393,0.201140031815477,0.0591493859067375,0.782198609519239
"CH009C","75-84",0.150972054280773,0.0369209812503798,0.077794633661806,-0.0682035387502035,0.723026420055909
"CH009C","85+",0.0363675382072106,-0.0768464167667618,-0.059042110843863,-0.209486147377569,0.657382059644933
"CH010C","20-44",0.531718008957392,0.37951858995724,0.513225852171627,0.415484833444238,0.950245507767369
"CH010C","45-64",0.306208184772525,0.15565598136381,0.24396918364998,0.137479940412921,0.821075657553918
"CH010C","65-74",0.177007237139364,0.0273987700673658,0.0897044332991215,-0.0217969148466363,0.747070602060059
"CH010C","75-84",0.0736318811446533,-0.0752214902290522,-0.0337247967266055,-0.149236395096617,0.68785819613555
"CH010C","85+",-0.0408036717556981,-0.188821159248808,-0.17035980074808,-0.290310708635,0.622310616199014
"CH011C","20-44",0.582085279219446,0.438432706685643,0.571522545331483,0.476396460876573,0.978972689212855
"CH011C","45-64",0.356575455034579,0.214570098092212,0.302265876809835,0.198391567845257,0.849802838999404
"CH011C","65-74",0.227374507401419,0.0863128867957682,0.148001126458977,0.039114712585699,0.775797783505546
"CH011C","75-84",0.123999151406708,-0.0163073735006498,0.0245718964332497,-0.0883247676642812,0.716585377581036
"CH011C","85+",0.00956359850635612,-0.129907042520405,-0.112063107588225,-0.229399081202665,0.6510377976445
"CH012C","20-44",0.583956394461169,0.414851588715716,0.599247993353828,0.418750095251821,1.05719457387077
"CH012C","45-64",0.348493788208386,0.181108897227719,0.318107794028964,0.128475572175977,0.922323866173317
"CH012C","65-74",0.222692731269109,0.056226742438974,0.167902482085641,-0.0266099523861825,0.850266235246253
"CH012C","75-84",0.120410417106017,-0.045308460048488,0.045778334014549,-0.152701948203604,0.791679913130632
"CH012C","85+",0.0069877830004314,-0.157902609044851,-0.0896472542258285,-0.292527551703717,0.726712523300984
"CY001C","20-44",0.0211242897764826,-0.148620150883156,-0.147951778569891,0.0474985032423684,0.223130284657943
"CY001C","45-64",-0.198274948827723,-0.366416808101453,-0.409912463769692,-0.22297335792725,0.0974605188732901
"CY001C","65-74",-0.326796318085886,-0.493999404940099,-0.563365803753342,-0.381412439869701,0.0238447193119571
"CY001C","75-84",-0.429895439922151,-0.596345448804856,-0.686465212719148,-0.508511383081226,-0.035209462353368
"CY001C","85+",-0.534542962520566,-0.700228583282034,-0.811413398039865,-0.637519169908798,-0.0951505530269386
