"URAU_CODE","agegroup","v11","v21","v31","v41","v51","v22","v32","v42","v52","v33","v43","v53","v44","v54","v55"
"BE011C","85+",0.017294172910506,0.012711745977071,0.0145260508480069,0.0145316674222536,0.0215847281736832,0.011324625681498,0.0122281456698824,0.012138988733319,0.0170987027492654,0.0140235571591168,0.0133598582463411,0.0195724284797178,0.015858799298617,0.0169951269275625,0.0494300869787421
"BE012C","20-44",0.0248327849636259,0.0188038274425169,0.0212507890840082,0.0208067711749213,0.0292171295825842,0.0166847519512362,0.0178569388436263,0.017573752245532,0.0232645973504359,0.0203907927034401,0.0192008107687246,0.0268677596988536,0.0224545230012061,0.0216663147236821,0.0661624505148135
"BE012C","45-64",0.0186117892897513,0.0137704214297116,0.0156997302276723,0.0156354993132203,0.0230571123258068,0.0122519469906616,0.0132121417352414,0.0130951316937541,0.0182974821371362,0.0151251573508654,0.0143812562010735,0.02095605724929,0.0169892421161456,0.0180182872303991,0.0524129590087414
"BE012C","65-74",0.0170092900076427,0.0124710950411353,0.0142678637761638,0.0143023991830822,0.0214593994161599,0.011107311359732,0.0120118840713764,0.0119393944515549,0.0170057345072782,0.0137671346745286,0.0131384309418164,0.0194247046540564,0.0155899270701374,0.0170494054499123,0.0489372579406362
"BE012C","75-84",0.0166436337033602,0.0121715470276276,0.0139389730339544,0.0139970904023262,0.0210826218500362,0.0108430367236041,0.0117337838764573,0.0116733697772699,0.0166972947927727,0.013455451393374,0.0128533565671785,0.0190657480924019,0.0152801561724659,0.0167957096427672,0.0482181003787838
"BE012C","85+",0.017235493052159,0.0126448029628401,0.0144631252589124,0.0144870236419138,0.0216463274492981,0.0112591085717007,0.0121679494418865,0.012095233687698,0.017144805883676,0.0139531036819069,0.0133091608634489,0.0196107322102523,0.0158175461911978,0.0170830844581573,0.0496615043364039
"BE013C","20-44",0.0225572607202318,0.0170321268327584,0.0192515334763916,0.0189484648962838,0.0266788560408237,0.0151259997424697,0.0161865557655263,0.0159760133207045,0.0212308395020002,0.0184679421159452,0.0174592955198165,0.0244438145834918,0.0204189592875045,0.0202361651179422,0.0594751009838813
"BE013C","45-64",0.0166654105664126,0.0122666732687299,0.0139952024669434,0.0140521480078941,0.0208527461939148,0.0109303802694921,0.0117908310819202,0.0117369948998484,0.0165367449296018,0.0134826104056492,0.0128973610290548,0.0188513934030016,0.0152374198378774,0.0168105380362118,0.046389320683827
"BE013C","65-74",0.0150331556498967,0.0109441672833196,0.0125373399645802,0.0126950828732911,0.0192299945553709,0.00976603352684836,0.0105702172904171,0.0105613416589703,0.0152269446392696,0.0121003651836598,0.0116329965148535,0.0172953750301617,0.0138089906195609,0.0158407801898913,0.0428119738630693
"BE013C","75-84",0.0147120873293009,0.010681469822051,0.012248721713208,0.0124274690786792,0.0189011263137062,0.00953477349176319,0.010326967131857,0.0103286531783783,0.0149589044527398,0.0118272213364778,0.0113836889131938,0.0169818461693171,0.0135358358288561,0.0156270050825034,0.0421614664498935
"BE013C","85+",0.0153091299496396,0.011159964806161,0.0127781721382765,0.012922466242763,0.0194748499869678,0.00995608867392714,0.0107669709134755,0.0107557366642024,0.0154166589798922,0.0123302445733047,0.0118449255240871,0.0175357013085589,0.0140743725676461,0.0159344771042081,0.0435790837751181
