"city","URAU_CODE","agegroup","mmt","tmax","log_rr_slope_at_tmax","temperature","rr","log_rr","af_heat","baseline_daily_per100k","baseline_daily_per_person","mdd_heat_per_person_day","excess_heat_only_per100k_day"
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,17.5,0.999568505563794,-0.000431587556718488,0,0.136727803767992,1.36727803767992e-06,0,0
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,18,0.999940919852351,-5.90818929495501e-05,0,0.136727803767992,1.36727803767992e-06,0,0
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,18.5,1.00099172631407,0.000991234878412725,0.000990743767402889,0.136727803767992,1.36727803767992e-06,1.35462219413823e-09,0.000135462219413823
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,19,1.00272306357814,0.00271936275736834,0.00271566863977265,0.136727803767992,1.36727803767992e-06,3.71307408877724e-09,0.000371307408877724
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,19.5,1.00513845857087,0.00512530174391727,0.00511218979539599,0.136727803767992,1.36727803767992e-06,6.98978483169633e-09,0.000698978483169633
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,20,1.00824283849295,0.00820905183805953,0.00817544958243806,0.136727803767992,1.36727803767992e-06,1.1178112662227e-08,0.0011178112662227
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,20.5,1.01204254757501,0.0119706130397951,0.0118992502873138,0.136727803767992,1.36727803767992e-06,1.62695835827006e-08,0.00162695835827006
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,21,1.01654536869112,0.0164099853491241,0.0162760750289225,0.136727803767992,1.36727803767992e-06,2.22539199266762e-08,0.00222539199266762
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,21.5,1.02185789644534,0.0216224375398911,0.0213903484245493,0.136727803767992,1.36727803767992e-06,2.92465536192074e-08,0.00292465536192074
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,22,1.02881861198865,0.0284111653063256,0.0280113633762344,0.136727803767992,1.36727803767992e-06,3.82993219497969e-08,0.00382993219497969
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,22.5,1.03764928197031,0.036957849008526,0.036283243890285,0.136727803767992,1.36727803767992e-06,4.96092825069708e-08,0.00496092825069708
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,23,1.04839716531829,0.0472624886464923,0.0461630066536844,0.136727803767992,1.36727803767992e-06,6.31176651508546e-08,0.00631176651508546
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,23.5,1.06112013808943,0.0593250842202246,0.0575996401307415,0.136727803767992,1.36727803767992e-06,7.87547229290297e-08,0.00787547229290297
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,24,1.07588721312498,0.0731456357297229,0.0705345432116097,0.136727803767992,1.36727803767992e-06,9.6440331831019e-08,0.0096440331831019
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,24.5,1.09277916415324,0.0887241431749872,0.0849020252185475,0.136727803767992,1.36727803767992e-06,1.16084674435867e-07,0.0116084674435867
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,25,1.11198576478443,0.106147394293599,0.100707912215169,0.136727803767992,1.36727803767992e-06,1.37695716592398e-07,0.0137695716592398
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,25.5,1.13635290528597,0.127823928116948,0.119991689774977,0.136727803767992,1.36727803767992e-06,1.64062002133428e-07,0.0164062002133428
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,26,1.16747662392224,0.154844688024054,0.143451800653264,0.136727803767992,1.36727803767992e-06,1.96138496498846e-07,0.0196138496498846
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,26.5,1.20588010026674,0.187209674014916,0.170730158181728,0.136727803767992,1.36727803767992e-06,2.33435595651495e-07,0.0233435595651495
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,27,1.25222113951889,0.224918886089535,0.201419007840573,0.136727803767992,1.36727803767992e-06,2.75395785791695e-07,0.0275395785791695
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,27.5,1.30731095870027,0.26797232424791,0.235071049206072,0.136727803767992,1.36727803767992e-06,3.21407482873838e-07,0.0321407482873838
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,28,1.37213783692705,0.316369988490041,0.271210243542633,0.136727803767992,1.36727803767992e-06,3.70819809589664e-07,0.0370819809589664
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,28.5,1.44789659455868,0.370111878815929,0.309342943578924,0.136727803767992,1.36727803767992e-06,4.22957812866721e-07,0.0422957812866721
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,29,1.53602512993371,0.429197995225573,0.348968984613451,0.136727803767992,1.36727803767992e-06,4.77137628493433e-07,0.0477137628493433
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,29.5,1.63824957205886,0.493628337718974,0.389592393579411,0.136727803767992,1.36727803767992e-06,5.3268112338828e-07,0.053268112338828
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,30,1.75664002247067,0.563402906296131,0.430731403584028,0.136727803767992,1.36727803767992e-06,5.88929588259486e-07,0.0588929588259486
"Rome","IT001C","20-44",18.04,30.31,0.142862557326244,30.31,1.83923000621599,0.609347009153231,0.456294211914589,0.136727803767992,1.36727803767992e-06,6.23881054671284e-07,0.0623881054671284
"Rome","IT001C","45-64",19.28,30.31,0.193238604152114,-3.87,1.38514659303551,0.325805977385225,0,0.894248726140725,8.94248726140725e-06,0,0
"Rome","IT001C","45-64",19.28,30.31,0.193238604152114,-3.5,1.38462351759893,0.325428274238826,0,0.894248726140725,8.94248726140725e-06,0,0
"Rome","IT001C","45-64",19.28,30.31,0.193238604152114,-3,1.38315397437382,0.324366380089125,0,0.894248726140725,8.94248726140725e-06,0,0
"Rome","IT001C","45-64",19.28,30.31,0.193238604152114,-2.5,1.38081043111521,0.32267059571827,0,0.894248726140725,8.94248726140725e-06,0,0
"Rome","IT001C","45-64",19.28,30.31,0.193238604152114,-2,1.37759733632334,0.32034092112626,0,0.894248726140725,8.94248726140725e-06,0,0
