year,15-64,65+,<15
2020,0.0,0.0,0.0
2030,0.0010791916848795619,0.04730298076746127,0.009450725496535337
2040,0.00386286084220221,0.22473069291565204,0.027994844249158893
2050,0.00393653397787733,0.2822469727225556,0.021604492383593965
