year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8004256072855922,0.8672000116200707,0.5770102481280959
2040,0.7402302872712224,0.9053699346752714,0.46475475552917933
2050,0.5633495374566996,0.8061161585674723,0.3691062853660209
