year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8013906505702006,0.8718243483130023,0.6049047324230211
2040,0.5531377015327686,0.7777309665733324,0.35043076345862556
2050,0.36270687767623466,0.7960207985889555,0.17932423344606327
