year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8221929552508002,0.8521356264961361,0.7085282772998422
2040,0.5940213026772014,0.7764981735025557,0.26771643990154737
2050,0.4464715738178107,0.8067600259198079,0.21215129462513058
