year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8403443104166997,0.8237830509274349,0.39564835879709875
2040,0.6371426094627706,0.7392513135249379,0.3587068623355885
2050,0.42867315064287037,0.7316943688619274,0.18761591779834025
