year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.7357624492642636,0.8229686692845132,0.7009166045116468
2040,0.6134721267137351,0.78240730449749,0.38172570373860154
2050,0.45445461960205974,0.7109002054148067,0.28698095816073704
