year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8005309055571785,0.8711946556314185,0.7548192427164095
2040,0.6200829490385005,0.864338846856965,0.35918235973353513
2050,0.46638329453872907,0.8571069880347717,0.2875447298978191
