year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8500302820322206,0.8539886552565251,0.7146596809063683
2040,0.6805594180482584,0.7823975261512489,0.5077306726679113
2050,0.5231802810230831,0.735351517158015,0.35461979096427554
