year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.7925554311500517,0.8502058118267707,0.5305959057050347
2040,0.5909513651745951,0.774554290677738,0.2860286739397596
2050,0.4747472325184585,0.8084765418713176,0.23988249077071733
