year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.787784810433261,0.9528791336474748,0.3483202786973012
2040,0.5718626377928256,0.8935164617755801,0.37078595105600165
2050,0.3985304120769453,0.8255953420325224,0.19388234041877161
