year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.7929725768876605,0.837461296631353,0.5414092782962574
2040,0.62258497639206,0.8058173004826318,0.3066687428405048
2050,0.47069349445597647,0.8056586541781743,0.2452675196475675
