year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8195626057892723,0.8836887466221061,0.8053547284219145
2040,0.6708478111996581,0.8309575974902559,0.48409913255606357
2050,0.5450332349487464,0.7914791984340759,0.3451674742470556
