year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8002306001184167,0.8744928383883528,0.6049191164078991
2040,0.70646770007192,0.8755224452191283,0.40144347941755076
2050,0.5229537610667006,0.7918817848682224,0.31496245926339345
