year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.7674450514947201,0.903391528786093,0.4766967998361083
2040,0.5333283102332633,0.8956496449241912,0.3343301684127286
2050,0.38387585847168093,0.9198346320278282,0.2697245305238662
