year,15-64,65+,<15
2020,1.0,1.0,1.0
2030,0.8044391525766271,0.8948051095473847,0.8074346137485997
2040,0.6315962528864293,0.8494505023196178,0.33629007718153375
2050,0.40749157506002737,0.793982376728264,0.2477164569824608
