year,scenario,ramp_factor,ac_penalty,deaths_on_warning_days,gross_avoided_deaths,net_avoided_deaths,life_years_saved,warning_days,cost_total,cost_pv,gross_<15,gross_15-64,gross_65+,net_<15,net_15-64,net_65+,lys_<15,lys_15-64,lys_65+
2043,central,1.0,0.9463246637582778,15.27352614914666,2.1680571746241717,1.6445590705175137,21.178971631062197,28.2,431323.0998006001,218547.85557608155,0.0,0.123441263662567,2.0446159109616047,0.0,0.1110971372963103,1.5334619332212034,0.0,2.777428432407757,18.40154319865444
2044,central,1.0,0.945870680809021,15.528728611836573,2.2032253656264573,1.6708150276056426,21.48466859536008,28.6,438058.7775564001,215495.89117963772,0.0,0.12264002257199756,2.0805853430544596,0.0,0.1103760203147978,1.5604390072908447,0.0,2.759400507869945,18.725268087490136
2020,high,0.08,0.8988659858703614,4.912684763700606,0.09891493322802672,0.061618420989835776,0.8574330266350563,15.0,117446.91440800001,117446.91440800001,0.0,0.011347305265098744,0.08756762796292797,0.0,0.009077844212078995,0.05254057677775678,0.0,0.22694610530197487,0.6304869213330814
2021,high,0.08,0.8985167098045349,5.293221726114817,0.10653547899936629,0.0662745271255601,0.9176627912556187,15.4,17990.328246352,17466.33810325437,0.0,0.01176619862970168,0.0947692803696646,0.0,0.009412958903761344,0.05686156822179876,0.0,0.23532397259403362,0.6823388186615851
2022,high,0.08,0.8981674337387084,5.673758688529027,0.11415007029280551,0.07092699475518796,0.9778454711964972,15.8,18537.802489248,17473.65679069469,0.0,0.012184762897523248,0.10196530739528226,0.0,0.0097478103180186,0.061179184437169354,0.0,0.243695257950465,0.7341502132460322
2023,high,1.0,0.8978181576728821,6.054295650943238,1.5219838388543043,0.9446977984839913,12.974763330721142,16.2,238616.71420860002,218368.09579025686,0.0,0.15753747585704309,1.3644463629972612,0.0,0.12602998068563448,0.8186678177983567,0.0,3.150749517140862,9.824013813580281
2024,high,1.0,0.8974688816070556,6.4348326133574485,1.6170173680747846,1.0027626812019264,13.725869712990011,16.6,245561.65235840002,218178.3475852135,0.0,0.1627613017852784,1.454256066289506,0.0,0.13020904142822273,0.8725536397737036,0.0,3.2552260357055682,10.470643677284443
2025,high,1.0,0.8971196055412293,6.815369575771658,1.7119764663215107,1.0607820825936556,14.476387536762832,17.0,252557.34556500003,217858.1848451159,0.0,0.1679810140037466,1.5439954523177641,0.0,0.13438481120299728,0.9263972713906584,0.0,3.3596202800749317,11.1167672566879
2026,high,1.0,0.8967703294754028,7.195906538185869,1.8068611335944815,1.1187560026591783,15.226316802039596,17.4,259603.7938284,217414.0903066342,0.0,0.1731966125124477,1.6336645210820337,0.0,0.13855729000995817,0.9801987126492202,0.0,3.4639322502489542,11.762384551790642
2027,high,1.0,0.8964210534095765,7.57644350060008,1.9016713698936978,1.176684441398495,15.975657508820309,17.8,266700.9971486,216852.31684833462,0.0,0.17840809731138166,1.723263272582316,0.0,0.14272647784910533,1.0339579635493896,0.0,3.5681619462276335,12.407495562592675
2028,high,1.0,0.89607177734375,7.95698046301429,1.9964071752191588,1.2345673988116048,16.724409657104964,18.2,273848.9555256,216178.89429913487,0.0,0.1836154684005485,1.8127917068186103,0.0,0.14689237472043878,1.0876750240911661,0.0,3.6723093680109695,13.052100289093993
2029,high,1.0,0.8957225012779235,8.337517425428501,2.091068549570865,1.2924048748985086,17.472573246893564,18.6,281047.66895940003,215399.6360766567,0.0,0.18881872577994815,1.9022498237909171,0.0,0.15105498062395853,1.1413498942745501,0.0,3.776374515598963,13.6961987312946
2030,high,1.0,0.8953732252120972,8.718054387842711,2.1856554929488174,1.3501968696592064,18.22014827818612,19.0,288297.13745,214520.1456586897,0.0,0.19401786944958074,1.9916376234992366,0.0,0.1552142955596646,1.194982574099542,0.0,3.880357388991615,14.339790889194504
